id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
REG_181,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999, can a credit rating agency rate the securities of its own promoter? What additional restriction applies when the promoter is a lending institution?","No. Under Regulation 26(1), a CRA is prohibited from rating any security issued by its promoter. Under Regulation 26(2), if the promoter is a lending institution, there is an additional structural restriction — no Chairman, director, or employee of the lending institution-promoter may simultaneously be a Chairman, director, or employee of the credit rating agency or its rating committee.","No, a credit rating agency cannot rate the securities of its own promoter. Additionally, if the promoter is a lending institution, its chairman, director, or employee cannot hold the same positions in the credit rating agency or its rating committee.",1,1,"The model prediction accurately reflects the restrictions under Regulation 26(1) and Regulation 26(2) of SEBI (CRA) Regulations, 1999.",0
REG_182,regulatory_interpretation,hard,"What conflict-of-interest restrictions apply to the rating of securities of promoter-connected entities under SEBI (CRA) Regulations, 1999?","Under Regulation 27(1), a CRA shall not rate securities of: (a) a borrower of its promoter; (b) a subsidiary of its promoter; or (c) an associate of its promoter — if there are common Chairmen, directors, or employees between the CRA and such entities, or common persons on the rating committee. Under Regulation 27(2), a CRA shall also not rate securities of its own associate or subsidiary if the CRA or its rating committee shares a Chairman, director, or employee with such entities.","Under the SEBI (CRA) Regulations, 1999, a credit rating agency is restricted from rating securities of promoter-connected entities if there are shared chairmen, directors, or employees with the promoter's borrower, subsidiary, or associate. Additionally, the agency cannot rate securities of its own ",0,1,"The model prediction accurately reflects the conflict-of-interest restrictions under Regulation 27(1) and 27(2) of the SEBI (CRA) Regulations, 1999.",0
REG_183,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999 (as amended), can an entity provide ESG ratings without registration? What transitional period was provided to existing ESG rating providers?","No. Under Regulation 28C, no person may act as an ESG rating provider without obtaining a certificate from the Board. Existing ESG rating providers operating before the regulation came into force were provided a transitional period of six months (or such other period as specified by the Board) to continue operations. If they filed an application for registration within the six-month period, they could continue until the disposal of their application.","No, an entity cannot provide ESG ratings without registration. Existing ESG rating providers were given a transitional period of six months or until their registration application is disposed of, whichever comes first.",1,1,The model prediction correctly states that an entity cannot provide ESG ratings without registration and accurately describes the transitional period for existing ESG rating providers.,0
REG_184,regulatory_interpretation,hard,"What are the ongoing and application-time liquid net worth requirements for a Category I ESG rating provider under SEBI (CRA) Regulations, 1999?","Under Regulation 28E(m)(iv), a Category I ESG rating provider must maintain a minimum liquid net worth of Rs 5 crore at all times on an ongoing basis. At the time of making the application for registration, the applicant must have a minimum liquid net worth equal to the higher of: (A) Rs 10 crore, or (B) Rs 5 crore plus the applicant's own projected target of cumulative cash losses until its targeted breakeven date.","The ongoing requirement is a minimum liquid net worth of ₹5 crores. At the time of application, it must be the higher of ₹10 crores or ₹5 crores plus cumulative cash losses until breakeven. 

Answer: Ongoing: ₹5 crores. Application-time: Higher of ₹10 crores or ₹5 crores plus cumulative cash losses ",1,1,"The model prediction accurately reflects the ongoing and application-time liquid net worth requirements as per Regulation 28E(m)(iv) under SEBI (CRA) Regulations, 1999.",0
NUM_123,numerical_reasoning,easy,"A credit rating agency registered with SEBI had a net worth of Rs 18 crore at the time the 2018 Amendment Regulations were notified. By how much must it increase its net worth to comply with the requirement, and by when?","The minimum required net worth is Rs 25 crore. The CRA's current net worth is Rs 18 crore. Required increase = Rs 25 crore − Rs 18 crore = Rs 7 crore. The CRA must increase its net worth by Rs 7 crore within three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.","The credit rating agency must increase its net worth by Rs 7 crore by three years from the notification date of the 2018 Amendment Regulations.

Answer: Rs 7 crore by three years.",1,1,The model prediction correctly states the required increase in net worth and the deadline as per the reference answer.,0
NUM_124,numerical_reasoning,medium,"A foreign credit rating agency was incorporated in its home country in January 2018 and began actively rating securities in its home jurisdiction from July 2019. It applies to promote a new CRA in India in December 2025. Does it meet the 'minimum of five years' experience in rating securities' requirement under SEBI (CRA) Regulations, 1999?","The foreign CRA began rating securities from July 2019. By December 2025, it has had 6 years and 5 months of rating experience (July 2019 to December 2025). This exceeds the minimum five-year experience requirement. Yes, the foreign CRA meets the five-year experience requirement.","The foreign credit rating agency meets the five-year experience requirement.

**Answer:** Yes, the agency has 6 years and 5 months of experience as of December 2025.",1,1,The model correctly identified that the foreign CRA meets the five-year experience requirement as of December 2025.,0
NUM_125,numerical_reasoning,easy,"An auditor submits a report to a CRA on October 3, 2025, identifying deficiencies in its rating activities. What is the deadline by which the CRA must take steps to rectify these deficiencies under SEBI (CRA) Regulations, 1999?","The CRA must take steps to rectify the deficiencies within two months from the date of the auditor's report. Date of report: October 3, 2025. Adding two months: December 3, 2025. The deadline for rectification is December 3, 2025.","The deadline for the CRA to rectify the deficiencies is December 3, 2025.

Answer: December 3, 2025.",1,1,"The model prediction correctly identifies the deadline for the CRA to rectify the deficiencies as December 3, 2025, which is two months from the date of the auditor's report, in accordance with SEBI (",0
NUM_126,numerical_reasoning,hard,"A CRA's promoter holds 35% of the CRA's shares at the time of registration. The CRA was granted registration on April 1, 2023. Can the promoter legally reduce its shareholding to 20% on June 15, 2026?","The promoter must maintain at least 26% shareholding for a minimum of three years from the date of grant of registration. Three years from April 1, 2023 = April 1, 2026. June 15, 2026 is after April 1, 2026, so the lock-in period of three years has expired by then. After April 1, 2026, the promoter is no longer bound by the 3-year lock-in. However, reducing to 20% would breach the minimum 26% threshold if this obligation is ongoing beyond the three-year period (which the regulation's wording 'for a minimum period of three years' suggests is a lock-in, not a permanent requirement). The regulation specifies a minimum period of three years; after that, the 26% floor from Regulation 9(e) no longer applies as a mandatory minimum. Therefore, the promoter can reduce its shareholding to 20% on June 15, 2026.","The promoter can legally reduce their shareholding to 20% on June 15, 2026.

Answer: Yes, the promoter can legally reduce the shareholding to 20% on June 15, 2026.",1,1,"The model correctly interprets the lock-in period as expiring after three years from the date of registration, allowing the promoter to legally reduce the shareholding to 20% on June 15, 2026.",0
NUM_127,numerical_reasoning,medium,A Category I ESG rating provider applicant projects cumulative cash losses of Rs 6 crore until breakeven. What is the minimum liquid net worth the applicant must demonstrate at the time of filing the registration application?,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.","The minimum liquid net worth the applicant must demonstrate is calculated by taking the higher of Rs 10 crores or Rs 5 crores plus the cumulative cash losses until breakeven. 

Calculation:
- Option A: Rs 10 crores
- Option B: Rs 5 crores + Rs 6 crores = Rs 11 crores

Since Rs 11 crores is higher th",1,1,"The model correctly identifies that the minimum liquid net worth is the higher of Rs 10 crores or Rs 11 crores, which is Rs 11 crores.",0
NUM_128,numerical_reasoning,medium,"A Category II ESG rating provider applicant projects cumulative cash losses of Rs 8 lakh until breakeven. What is the minimum liquid net worth at application time, and how does it compare to the ongoing maintenance requirement?","At application time, the minimum is the higher of: (A) Rs 20 lakh, or (B) Rs 10 lakh + Rs 8 lakh (projected losses) = Rs 18 lakh. Since Rs 20 lakh > Rs 18 lakh, the minimum liquid net worth at application time is Rs 20 lakh. The ongoing maintenance requirement is Rs 10 lakh. Therefore, the application-time requirement (Rs 20 lakh) is double the ongoing maintenance requirement (Rs 10 lakh).","The minimum liquid net worth at application time is the higher of:

- **Option A:** ₹20 lakh
- **Option B:** ₹10 lakh + ₹8 lakh (cumulative cash losses) = ₹18 lakh

Thus, the minimum liquid net worth at application time is ₹20 lakh.

The ongoing maintenance requirement is ₹10 lakh, which is lower th",1,1,The final value of the minimum liquid net worth at application time matches the reference answer.,0
NUM_129,numerical_reasoning,medium,"Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stake in CRA-2. Would this acquisition violate Regulation 24A(2) of the SEBI (CRA) Regulations, 1999?","No, the proposed acquisition would not violate Regulation 24A(2). The restriction applies to a shareholder holding 10% or more in one CRA acquiring 10% or more in another CRA. Institution X already holds 12% (≥10%) in CRA-1. However, the proposed acquisition in CRA-2 is only 9%, which is below the 10% threshold. Since the combined holding in CRA-2 (9%) is less than 10%, the restriction under Regulation 24A(2) is not triggered. The acquisition is permissible.","The acquisition of a 9% stake in CRA-2 by Institution X, which holds 12% in CRA-1, does not violate Regulation 24A(2) because 9% is below the 10% threshold.

**Answer:** No, the acquisition does not violate Regulation 24A(2).",1,1,The model correctly identifies that the acquisition of a 9% stake in CRA-2 by Institution X does not violate Regulation 24A(2) as it is below the 10% threshold.,0
NUM_130,numerical_reasoning,hard,A body corporate files an application to promote a credit rating agency in December 2025. Its audited net worth for the preceding years was: 2020-21: Rs 95 crore; 2021-22: Rs 102 crore; 2022-23: Rs 110 crore; 2023-24: Rs 108 crore; 2024-25: Rs 115 crore. Does it meet the Regulation 4(e) promoter eligibility criterion?,"The requirement under Regulation 4(e) is a continuous net worth of at least Rs 100 crore per audited annual accounts for the previous five years. The five years preceding December 2025 would be FY 2020-21 through FY 2024-25. Net worth history: FY 2020-21: Rs 95 crore (fails — below Rs 100 crore), FY 2021-22: Rs 102 crore, FY 2022-23: Rs 110 crore, FY 2023-24: Rs 108 crore, FY 2024-25: Rs 115 crore. Since FY 2020-21 (Rs 95 crore) is below the Rs 100 crore threshold, the 'continuous' net worth requirement is not met. The body corporate does not meet the eligibility criterion under Regulation 4(e).","The body corporate does not meet the Regulation 5(e) promoter eligibility criterion because its net worth for 2020-21 was Rs 95 crore, which is below the required Rs 100 crore.

Answer: No, it does not meet the Regulation 5(e) promoter eligibility criterion.",1,1,The model correctly identifies that the body corporate does not meet the Regulation 5(e) promoter eligibility criterion due to its net worth for 2020-21 being below the required Rs 100 crore.,0
TMP_073,temporal_reasoning,easy,"When was the minimum net worth requirement for credit rating agency applicants under SEBI (CRA) Regulations, 1999 raised, and by how much was it increased?","The minimum net worth requirement was raised by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. The original 1999 regulations set a minimum of Rs five crore. The 2018 amendment increased this to Rs twenty-five crore — a five-fold increase of Rs twenty crore.","The minimum net worth requirement was raised effective May 30, 2018, and increased by twenty crores, from five crores to twenty-five crores.",1,0,The model prediction incorrectly states the increase as twenty crores instead of the correct five crores.,0
TMP_074,temporal_reasoning,medium,"Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rating requirement for large debt issues, and when was it removed?","Under the original Regulation 14(g), a client was required to obtain ratings from at least two different credit rating agencies for any debt securities issue of Rs 100 crore or more. This mandatory dual-rating requirement was removed by the SEBI (Credit Rating Agencies) (Second Amendment) Regulations, 2011, with effect from 27 December 2011. The 2011 amendment replaced this specific dual-rating obligation with a general requirement to obtain a rating 'in accordance with the relevant regulations.'","Under the original SEBI (CRA) Regulations, 1999, the mandatory dual-rating requirement applied to debt security issues of 100 crores or more. This requirement was removed by the SEBI (CRA) (Second Amendment) Regulations, 2011, effective December 27, 2011. 

Answer: The original requirement mandated ",1,1,"The model prediction accurately reflects the original SEBI (CRA) Regulations, 1999, regarding the mandatory dual-rating requirement for debt security issues of 100 crores or more, and correctly states",0
TMP_075,temporal_reasoning,hard,"Describe the evolution of the certificate validity regime for credit rating agencies under SEBI (CRA) Regulations, 1999 from the original regulations through to the current position.","The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.","The certificate validity regime for credit rating agencies under SEBI (CRA) Regulations, 1999, evolved as follows:

1. **Original Regulation (1999):** The certificate of initial registration was valid for 5 years.

2. **2011 Amendment:** Regulation 8(2) was amended to maintain the 5-year validity. A",1,0,"The original regulation prescribed a fixed validity period of three years, not five years.",0
TMP_076,temporal_reasoning,medium,"What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definition of 'credit rating agency' under Regulation 2(h)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-2021) substituted the definition of 'credit rating agency' under Regulation 2(h). The original definition restricted 'credit rating agencies' to entities rating securities 'offered by way of public or rights issue' — covering only primary market issuances. The 2021 amendment broadened the definition to cover rating of securities 'that are listed or proposed to be listed on a stock exchange recognized by the Board' — expanding the scope to include all listed securities and not just those offered via public or rights issues.","The SEBI (CRA) (Amendment) Regulations, 2021, effective August 3, 2021, revised the definition of 'credit rating agency' under Regulation 2(h) from rating securities offered via public or rights issues to rating securities listed or proposed to be listed on a recognized stock exchange.",1,1,"The model prediction accurately reflects the change in the definition of 'credit rating agency' as per the SEBI (CRA) (Amendment) Regulations, 2021.",0
TMP_077,temporal_reasoning,easy,"When was the regulatory framework for ESG rating providers introduced under SEBI (CRA) Regulations, 1999?","The regulatory framework for ESG rating providers was introduced through the insertion of Chapter IVA (comprising Regulations 28A to 28I) by the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2023, with effect from 4 July 2023. Prior to this amendment, SEBI (CRA) Regulations, 1999 contained no provisions specifically governing ESG rating providers.","The regulatory framework for ESG rating providers under the SEBI (CRA) Regulations, 1999, was introduced on July 4, 2023, through the SEBI (CRA) (Amendment) Regulations, 2023.",1,0,"The regulatory framework for ESG rating providers under the SEBI (CRA) Regulations, 1999, was not introduced on July 4, 2023; it was introduced through the SEBI (CRA) (Amendment) Regulations, 2023.",0
TMP_078,temporal_reasoning,easy,"When was the 26% minimum promoter shareholding requirement for credit rating agencies introduced under SEBI (CRA) Regulations, 1999?","The requirement for a minimum promoter shareholding of 26% in a credit rating agency was introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to this amendment, the SEBI (CRA) Regulations, 1999 did not prescribe any minimum shareholding requirement for promoters. The 2018 amendment inserted Regulation 5(l) (eligibility criterion) and Regulation 9(e) (ongoing condition of certificate) to impose this requirement.",The 26% minimum promoter shareholding requirement was introduced on 30-05-2018.,1,0,"The 26% minimum promoter shareholding requirement was introduced in 2018, not under SEBI (CRA) Regulations, 1999.",0
TMP_079,temporal_reasoning,easy,"When were the cross-shareholding restrictions between credit rating agencies first introduced in SEBI (CRA) Regulations, 1999?","The cross-shareholding restrictions between credit rating agencies (Regulation 24A) were first introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to the 2018 amendment, the SEBI (CRA) Regulations, 1999 did not contain any specific prohibition on CRAs holding shares in other CRAs or shareholders of one CRA holding 10% or more in another CRA.","The cross-shareholding restrictions between credit rating agencies were first introduced through Regulation 24A, inserted by the SEBI (CRA) (Amendment) Regulations, 2018, effective from May 30, 2018.

Answer: The cross-shareholding restrictions were introduced on May 30, 2018, when Regulation 24A wa",1,0,"The cross-shareholding restrictions were introduced in 2018, not in 1999 as stated in the reference answer.",0
TMP_080,temporal_reasoning,medium,"What change did the SEBI (CRA) (Amendment) Regulations, 2018 make to the continuous monitoring obligation under Regulation 15(1)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018 (w.e.f. 30-05-2018) added a qualifying carveout to the continuous monitoring obligation in Regulation 15(1). The original version required CRAs to continuously monitor ratings 'during the lifetime of securities rated by it' with no exception. The 2018 amendment added the phrase 'unless the rating is withdrawn, subject to the provisions of regulation 16(3)' — clarifying that the monitoring obligation ceases if and when a rating is legitimately withdrawn in accordance with the conditions specified in Regulation 16(3) (i.e., winding up, merger, or as specified by the Board).","The SEBI (CRA) (Amendment) Regulations, 2018, effective May 30, 2018, introduced an exception to the continuous monitoring obligation under Regulation 15(1). Credit rating agencies are no longer required to monitor ratings if they are withdrawn, subject to the provisions of Regulation 16(3).",1,1,"The model prediction correctly paraphrases the change made by the SEBI (CRA) (Amendment) Regulations, 2018, which introduced an exception to the continuous monitoring obligation under Regulation 15(1)",0
REG_185,regulatory_interpretation,easy,"Under Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011, what voting rights threshold triggers the mandatory open offer obligation?",25% or more of the voting rights in the target company (when combined with shares held by the acquirer and persons acting in concert).,25%,1,1,The model prediction matches the voting rights threshold specified in Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011.,0
REG_186,regulatory_interpretation,easy,An acquirer holds 30% voting rights in a target company. What is the maximum additional percentage of voting rights they can acquire in a single financial year under Regulation 3(2) without triggering an open offer?,5% of voting rights per financial year.,5%,1,1,The model prediction matches the reference answer of 5% of voting rights per financial year.,0
REG_187,regulatory_interpretation,easy,"Can an acquirer acquire control over a target company without making a public announcement of an open offer, even if they do not acquire any new shares?","No. Regulation 4 states that irrespective of acquisition or holding of shares or voting rights, no acquirer shall acquire control over a target company without making a public announcement of an open offer.","No, an acquirer cannot acquire control over a target company without making a public announcement of an open offer, regardless of whether they acquire new shares. Regulation 4 mandates this announcement when control is acquired.",1,1,"The model correctly interprets Regulation 4, stating that an acquirer must make a public announcement of an open offer to acquire control over a target company, regardless of whether new shares are ac",0
REG_188,regulatory_interpretation,medium,"Under Regulation 5(2) of SEBI Takeovers Regulations 2011, under what condition is an indirect acquisition treated as a direct acquisition for all purposes of the regulations?","When the proportionate NAV, proportionate sales turnover, or proportionate market capitalisation of the target company exceeds 80% of the consolidated NAV, consolidated sales turnover, or enterprise value (respectively) of the entity being acquired, on the basis of the most recent audited annual financial statements.","When any of the following exceed 80%: proportionate net asset value, proportionate sales turnover, or proportionate market capitalisation.",1,1,The model prediction correctly paraphrases the condition under Regulation 5(2) of SEBI Takeovers Regulations 2011.,0
REG_189,regulatory_interpretation,easy,What shareholding range qualifies an acquirer to voluntarily make a public announcement of an open offer under Regulation 6(1) of SEBI Takeovers Regulations 2011?,"The acquirer must hold shares or voting rights of 25% or more but less than the maximum permissible non-public shareholding, and the aggregate shareholding after completion of the offer must not exceed the maximum permissible non-public shareholding.","The shareholding range that qualifies an acquirer to voluntarily make a public announcement of an open offer under Regulation 6(1) is 25% or more but less than the maximum permissible non-public shareholding. 

Answer: 25% or more but less than the maximum permissible non-public shareholding.",1,1,The model prediction correctly states the shareholding range as per Regulation 6(1) of SEBI Takeovers Regulations 2011.,0
REG_190,regulatory_interpretation,easy,"Under Regulation 6(2), after completing a voluntary open offer, for how long is the acquirer prohibited from acquiring further shares of the target company (other than through another voluntary open offer)?",Six months after completion of the open offer.,"The acquirer is prohibited from acquiring further shares for six months after the open offer is completed, except through another voluntary open offer.

Answer: Six months.",1,1,The model prediction correctly states the duration of the prohibition as six months after the open offer is completed.,0
REG_191,regulatory_interpretation,medium,"What does Regulation 6A of SEBI Takeovers Regulations 2011 prohibit, and what exception does it carve out for wilful defaulters?","Regulation 6A prohibits wilful defaulters from making a public announcement of an open offer or entering into any transaction triggering an open offer obligation. However, it does not prohibit a wilful defaulter from making a competing offer when another person has made an open offer for shares of the same target company.","Regulation 6A prohibits wilful defaulters from making a public announcement for an open offer to acquire shares or entering into transactions requiring such an announcement. However, it allows them to make a competing offer if another person has already initiated an open offer for the target company",1,1,The model prediction accurately reflects the prohibition of public announcements for open offers by wilful defaulters and correctly states the exception allowing them to make competing offers.,0
REG_192,regulatory_interpretation,easy,"Under Regulation 7(1) of SEBI Takeovers Regulations 2011, what is the minimum open offer size for a mandatory open offer triggered under Regulations 3 or 4?",At least 26% of the total shares of the target company (as of the tenth working day from the closure of the tendering period).,"The minimum open offer size is 26% of the total shares of the target company.

Answer: 26%",1,1,The model prediction correctly states the minimum open offer size as per Regulation 7(1) of SEBI Takeovers Regulations 2011.,0
REG_193,regulatory_interpretation,medium,What happens to the offer price if an acquirer purchases shares of the target company during the offer period at a price higher than the declared offer price under Regulation 8(8)?,"The offer price automatically stands revised to the highest price paid or payable for such acquisition. However, no such acquisition is permitted after the third working day prior to the commencement of the tendering period and during the tendering period.",The offer price is revised to the highest price paid or payable for any such acquisition.,1,1,"The model prediction correctly states that the offer price is revised to the highest price paid or payable for any such acquisition, which aligns with the reference answer.",0
REG_194,regulatory_interpretation,medium,"Under Regulation 8(10), if an acquirer buys shares of the target company within 26 weeks after the tendering period at a price higher than the offer price, what obligation arises and within what timeframe must it be fulfilled?","The acquirer must pay the difference between the highest acquisition price and the open offer price to all shareholders whose shares were accepted in the open offer, within 60 days from the date of such acquisition. The obligation does not apply to acquisitions under another open offer, the Delisting Regulations, or ordinary open market purchases not involving negotiated transactions.",The acquirer must pay the difference between the highest acquisition price and the offer price to all shareholders whose shares were accepted in the open offer within 60 days from the date of acquisition.,1,1,The model prediction correctly states the obligation and the timeframe as per Regulation 8(10).,0
REG_195,regulatory_interpretation,hard,What conditions must listed shares offered as non-cash consideration in an open offer satisfy under Regulation 9(2) of SEBI Takeovers Regulations 2011?,The shares must: (a) be listed and frequently traded; (b) have been listed for at least 2 years before the date of public announcement; (c) the issuer must have redressed at least 95% of investor complaints in the preceding calendar quarter; (d) the issuer must have materially complied with listing regulations for at least 2 years preceding the public announcement; (e) impact of auditors' qualifications must not exceed 5% of net profit or loss after tax for three preceding financial years; and (f) SEBI must not have issued any direction restricting the issuer's access to capital markets or issuance of fresh shares.,"The listed shares must satisfy the following conditions under Regulation 9(2):

1. They must be listed and frequently traded.
2. They must have been listed for at least two years prior to the public announcement.
3. The issuer must have resolved at least 95% of investor complaints in the preceding q",1,1,The model prediction accurately reflects the conditions under Regulation 9(2) of SEBI Takeovers Regulations 2011.,0
REG_196,regulatory_interpretation,medium,"Under Regulation 10(3), what must a shareholder do to claim exemption from making an open offer when their voting rights exceed the threshold solely because of a buy-back by the target company?",The shareholder must reduce their shareholding such that voting rights fall below the 25% threshold within 90 days from the date of closure of the buy-back offer.,The shareholder must reduce their shareholding to bring voting rights below the threshold within 90 days of the buy-back offer closing.,1,1,"The model prediction correctly states the requirement to reduce shareholding to bring voting rights below the threshold within 90 days of the buy-back offer closing, as per Regulation 10(3).",0
REG_197,regulatory_interpretation,easy,What is the key independence requirement for the manager to the open offer under Regulation 12(1) of SEBI Takeovers Regulations 2011?,The manager to the open offer must be a SEBI-registered merchant banker who is not an associate of the acquirer.,The manager to the open offer must not be an associate of the acquirer.,1,1,The model prediction correctly paraphrases the key independence requirement from Regulation 12(1) of SEBI Takeovers Regulations 2011.,0
REG_198,regulatory_interpretation,easy,"Under Regulation 16(4) of SEBI Takeovers Regulations 2011, within how many working days must SEBI give its comments on the draft letter of offer, and what is the consequence if no comments are given within that period?","SEBI must give its comments within 15 working days of receipt of the draft letter of offer. If no comments are issued within this period, it is deemed that SEBI does not have comments to offer. If SEBI seeks clarifications, the deadline extends to the fifth working day from receipt of a satisfactory reply.","Under Regulation 16(4), SEBI must provide comments within 15 working days. If no comments are given within this period, it is deemed that SEBI has no comments to offer.",1,1,The model prediction correctly states the time frame for SEBI to give comments on the draft letter of offer as per Regulation 16(4) of SEBI Takeovers Regulations 2011.,0
REG_199,regulatory_interpretation,medium,"Under Regulation 17(10)(e), if an acquirer's escrow account is forfeited for non-fulfillment of open offer obligations, how is the forfeited amount distributed?",After deduction of expenses of registered market intermediaries: one-third to the target company; one-third to the Investor Protection and Education Fund (IPEF); and one-third distributed pro-rata among shareholders who accepted the open offer.,"The forfeited amount is distributed as follows: one-third to the target company, one-third to the Investor Protection and Education Fund, and one-third pro-rata among shareholders who accepted the open offer.",1,1,The model prediction accurately reflects the distribution of the forfeited amount as per Regulation 17(10)(e).,0
REG_200,regulatory_interpretation,medium,Under what condition and after what period may an acquirer complete the underlying acquisition before the expiry of the offer period under Regulation 22(2)?,"The acquirer may complete the acquisition after expiry of 21 working days from the date of the detailed public statement, provided they have deposited in the escrow account, in cash, an amount equal to the entire consideration payable under the open offer assuming full acceptance.","The acquirer may complete the acquisition after 21 working days from the date of the detailed public statement, provided they deposit the required cash into an escrow account. 

Answer: The acquirer may complete the acquisition after 21 working days from the date of the detailed public statement, pr",1,1,The model prediction correctly states the condition and period for completing the acquisition as per Regulation 22(2).,0
REG_201,regulatory_interpretation,medium,"Under Chapter V (Disclosure provisions) of SEBI Takeovers Regulations 2011, when must a disclosure of acquisition be made if the acquisition aggregates to 5% or more, and within what timeframe must the disclosure be filed?","An acquirer whose aggregate acquisition reaches 5% or more must disclose their aggregate shareholding and voting rights. Additionally, any person already holding 5% or more must disclose any change in shareholding exceeding 2%. All such disclosures must be made within two working days of the acquisition or disposal to every stock exchange where the target company is listed and to the target company at its registered office.","The disclosure must be made when the acquisition aggregates to 5% or more, and it must be filed within two working days. 

Answer: The disclosure must be made when the acquisition aggregates to five per cent or more, and it must be filed within two working days.",0,1,The model prediction accurately reflects the requirement for disclosure when the acquisition reaches 5% or more and the timeframe for filing is within two working days.,0
REG_202,regulatory_interpretation,hard,"Under Regulation 26(2) of SEBI Takeovers Regulations 2011, what actions is the target company's board of directors prohibited from taking during the offer period without shareholder approval by postal ballot?","The board is prohibited from: (a) alienating material assets outside ordinary course of business; (b) effecting material borrowings outside ordinary course; (c) issuing unissued securities with voting rights; (d) implementing share buy-backs or changing capital structure; (e) entering into, amending or terminating material contracts outside ordinary course; and (f) accelerating any contingent vesting of rights such as ESOPs.","Under Regulation 26(2), the target company's board is prohibited from:

(a) Alienating material assets outside the ordinary course of business.

(b) Effecting material borrowings outside the ordinary course.

(c) Issuing or allotting securities with voting rights.

(d) Implementing buy-backs or chan",1,1,"The model prediction accurately reflects the prohibitions under Regulation 26(2) of SEBI Takeovers Regulations 2011, even though the wording is slightly paraphrased.",0
NUM_131,numerical_reasoning,medium,"An acquirer makes a mandatory open offer where the total consideration payable is Rs 1,200 crore. What is the minimum escrow amount they must create under Regulation 17(1) of SEBI Takeovers Regulations 2011?",Rs 125 crore (25% of first Rs 500 crore) + Rs 70 crore (10% of balance Rs 700 crore) = Rs 195 crore.,"The minimum escrow amount is calculated by applying 25% on the first Rs 500 crore and 10% on the remaining Rs 700 crore.

- 25% of Rs 500 crore = Rs 125 crore  
- 10% of Rs 700 crore = Rs 70 crore  

Total escrow amount = Rs 125 crore + Rs 70 crore = **Rs 195 crore**.  

**Answer:** Rs 195 crore.",1,1,The model correctly applied the thresholds and percentages as per Regulation 17(1) of SEBI Takeovers Regulations 2011.,0
NUM_132,numerical_reasoning,easy,An acquirer holds 28% voting rights in a listed company with 10 crore total shares outstanding. What is the maximum number of additional shares they can acquire in financial year 2024-25 without triggering a mandatory open offer under Regulation 3(2)?,5% of 10 crore = 50 lakh shares.,"The acquirer can acquire up to 500,000 additional shares without triggering an open offer.

**Step-by-Step Calculation:**

1. **Current Holding:** 28% of 10 crore shares = 2,800,000 shares.
2. **Permitted Increase:** 5% of total shares = 0.05 × 10,000,000 = 500,000 shares.
3. **Maximum Additional Sh",1,1,"The model correctly calculated 5% of 10 crore shares as 500,000 shares.",0
NUM_133,numerical_reasoning,easy,A listed company has 50 crore shares outstanding. An acquirer acquires shares triggering a mandatory open offer under Regulation 3(1). What is the minimum number of shares for which the open offer must be made under Regulation 7(1)?,26% of 50 crore = 13 crore shares.,"The minimum number of shares for the open offer is calculated as 26% of the total shares outstanding. 

Calculation:
26% of 50 crore shares = 0.26 × 50,00,00,000 = 13,00,00,000 shares.

Answer: 13 crore shares.",1,1,"The model correctly calculated 26% of 50 crore shares as 13 crore shares, which aligns with Regulation 7(1) of the Indian financial regulatory framework.",0
