id,task_type,difficulty,question,ref_answer,prediction,correct,condition
NUM_116,numerical_reasoning,medium,A Category III AIF (hedge fund) has a corpus of Rs 150 crore. What is the minimu,"For Category III AIFs, the continuing interest must be the lower of: (a) 5% of corpus = 5% × Rs 150 crore = Rs 7.5 crore, or (b) Rs 10 crore. Since Rs 7.5 crore < Rs 10 crore, the minimum continuing interest is Rs 7.5 crore.","5% of Rs 150 crore = Rs 7.5 crore.
Rs 7.5 crore or Rs 10 crore, whichever is lower = Rs 7.5 crore.",1,3shot
NUM_117,numerical_reasoning,medium,An AIF Manager is planning to launch three schemes: Scheme A (private equity fun,"Scheme A (private equity, Category II): minimum Rs 20 crore. Scheme B (social impact fund, Category I): minimum Rs 5 crore. Scheme C (infrastructure fund, Category I): minimum Rs 20 crore. Total minimum corpus = Rs 20 crore + Rs 5 crore + Rs 20 crore = Rs 45 crore.",Minimum total corpus = Rs. 20 crore (Scheme A) + Rs. 5 crore (Scheme B) + Rs. 20 crore (Scheme C) = Rs. 45 crore,1,3shot
NUM_118,numerical_reasoning,hard,"A Category II AIF has 4 investors: an external institutional investor, a directo","External institutional investor (Rs 75 lakh): fails the minimum of Rs 1 crore. Director of the Manager (Rs 20 lakh): fails the reduced minimum of Rs 25 lakh applicable to manager's directors. Employee of AIF (Rs 30 lakh): meets the Rs 25 lakh minimum for AIF employees. Accredited investor (Rs 50 lakh): no minimum applies — Regulation 10(c) does not apply to accredited investors. Therefore, two investments fail: the external institutional investor (Rs 75 lakh < Rs 1 crore) and the director of the Manager (Rs 20 lakh < Rs 25 lakh).",The external institutional investor's proposed investment of Rs 75 lakh fails (should be at least Rs 1 crore). The director of the Manager's proposed investment of Rs 20 lakh fails (should be at least Rs 25 lakh). The accredited investor's proposed investment of Rs 50 lakh fails (should be at least ,1,3shot
NUM_119,numerical_reasoning,easy,"An AIF Manager plans to launch a new scheme on October 15, 2025. By what date mu","The placement memorandum must be filed at least 30 days prior to the launch. Launch date: October 15, 2025. Subtracting 30 days: October 15 − 30 days = September 15, 2025. The placement memorandum must be filed by September 15, 2025 at the latest.","October 15, 2025 - 30 days = September 15, 2025. By September 15, 2025.",1,3shot
NUM_120,numerical_reasoning,easy,A body corporate has a net worth of Rs 45 crore. Can it qualify as an accredited,"No. Under Regulation 2(1)(ab)(ii), a body corporate must have a net worth of at least Rs 50 crore to qualify as an accredited investor. With a net worth of Rs 45 crore, the body corporate falls short by Rs 5 crore (Rs 50 crore − Rs 45 crore = Rs 5 crore). It does not qualify as an accredited investor.","No, it cannot qualify. It falls short by Rs 5 crore (Rs 50 crore - Rs 45 crore).",1,3shot
NUM_121,numerical_reasoning,medium,A Category II AIF has investable funds of Rs 400 crore. The Manager wants to inv,Maximum permitted investment in any single investee company = 25% of investable funds = 25% × Rs 400 crore = Rs 100 crore. The proposed investment of Rs 120 crore exceeds the limit by Rs 20 crore. The investment is not permissible as proposed. The maximum permissible investment in Company X is Rs 100 crore.,"No, because Rs 120 crore > Rs 100 crore. Maximum permissible investment = 25% x Rs 400 crore = Rs 100 crore.",1,3shot
NUM_122,numerical_reasoning,hard,A Category II AIF was registered with a scheme tenure of 5 years. The tenure has,(a) Regular Category II AIF: Original tenure = 5 years + maximum extension = 2 years (subject to 2/3 unit holder approval). Maximum total tenure = 7 years. (b) Accredited Investors only fund: Original tenure = 5 years + maximum extension = 5 years (subject to 2/3 unit holder approval). Maximum total tenure = 10 years. Note: the minimum tenure of 3 years (Reg 13(2)) is only a floor; the actual tenure is as determined at registration.,(a) 5 years (initial) + 2 years (extension) = 7 years. (b) 5 years (initial) + 5 years (extension) = 10 years.,1,3shot
CON_060,contradiction_detection,medium,Do the original and the 2021-amended versions of Regulation 16(2)(a) impose the ,No,"No. Passage A requires ""at least two-thirds"" while Passage B requires ""at least seventy-five percent,"" which are different minimums.",1,3shot
CON_061,contradiction_detection,medium,Do the pre-2024 and post-2024 versions of Regulation 16(1)(c) permit the same sc,No,"No. The post-2024 version additionally permits borrowing for ""day-to-day operational requirements"" alongside temporary funding requirements.",1,3shot
CON_062,contradiction_detection,medium,Does the original definition of 'large value fund for accredited investors' and ,No,"No. The original definition imposes a threshold of seventy crore rupees, while the amended definition imposes a threshold of twenty-five crore rupees.",1,3shot
CON_063,contradiction_detection,hard,Do the original and 2021-amended versions of Regulation 15(1)(e) cover the same ,No,"No. The amended version expands the categories to include units of AIFs managed or sponsored by its Manager, Sponsor or their associates, in addition to investments in associates.",1,3shot
CON_064,contradiction_detection,medium,Do these two versions of Regulation 13(5) prescribe the same maximum tenure exte,No,"No. Passage B allows for an extension of up to five years for Accredited Investors only funds, which is not permitted under Passage A.",1,3shot
CON_065,contradiction_detection,hard,Do the original and 2020-amended versions of Regulation 4(g) impose the same eli,No,"No. The amended version introduces a requirement for a Board-specified certification and a more detailed list of professional qualifications, while omitting the explicit five-year experience requirement present in the original version.",1,3shot
TMP_065,temporal_reasoning,easy,When was the minimum investment threshold for venture capital funds (in qualifyi,"The minimum investment threshold for venture capital funds was raised from two-thirds (approximately 66.67%) to seventy-five percent of investable funds by the SEBI (Alternative Investment Funds) (Fourth Amendment) Regulations, 2018, which came into effect on 13 August 2021. Prior to this amendment, the threshold was at least two-thirds of investable funds.","August 13, 2021 (by SEBI (AIF) (Fourth Amendment) Regulations, 2018)",1,3shot
TMP_066,temporal_reasoning,medium,When was the concept of 'large value fund for accredited investors' first introd,"The concept of 'large value fund for accredited investors' was first introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Third Amendment) Regulations, 2021, with effect from 3 August 2021. The original minimum investment per qualifying investor was not less than Rs seventy crore. This threshold was later reduced to Rs twenty-five crore by the SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025.","August 3, 2021, with an original minimum investment threshold of seventy crore rupees.",1,3shot
TMP_067,temporal_reasoning,medium,"What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the ","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.e.f. 05-05-2021) expanded the scope of Regulation 15(1)(e). Before the amendment, the 75% investor approval requirement applied only to investments in associates. The 2021 amendment added a second category: the approval requirement was extended to also cover investments in units of Alternative Investment Funds managed or sponsored by the Manager, Sponsor, or their associates — a category of related-party investment not previously subject to the 75% consent requirement.","The amendment expanded the restriction to include investments in units of AIFs managed or sponsored by the Manager, Sponsor, or their associates, in addition to investments in associates, all requiring 75% investor approval.",1,3shot
TMP_068,temporal_reasoning,hard,"How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requ","The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.","The SEBI (AIF) (Amendment) Regulations, 2020, effective October 19, 2020, changed the eligibility requirements for the key investment team. Previously, at least one key personnel needed not less than five years of experience in specific financial management fields and a relevant professional qualifi",1,3shot
TMP_069,temporal_reasoning,easy,When was the Corporate Debt Market Development Fund (CDMDF) category introduced ,"The Corporate Debt Market Development Fund was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Second Amendment) Regulations, 2023, with effect from 15 June 2023. The CDMDF is defined as an Alternative Investment Fund set up and making investments in accordance with Chapter III-C of the AIF Regulations.","June 15, 2023",1,3shot
TMP_070,temporal_reasoning,medium,What was the name of the social-purpose AIF sub-category under Category I before,"Before 25 July 2022, the sub-category was called 'social venture funds' — a term under Regulation 3(4)(a) for Category I AIFs investing primarily in securities or units of social ventures. The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2022 (w.e.f. 25-07-2022) renamed this sub-category to 'social impact funds.' Simultaneously, the definition of 'social venture fund' at Regulation 2(1)(v) was omitted and replaced with new definitions of 'social enterprise,' 'social impact fund,' 'social stock exchange,' and 'social units.'",The name was 'social venture funds' before it was substituted by 'social impact funds' w.e.f. 25-07-2022.,1,3shot
TMP_071,temporal_reasoning,medium,"What change did the SEBI (AIF) (Third Amendment) Regulations, 2025 make to how t","The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2025 (w.e.f. 19-11-2025) amended Regulation 10(f) to exclude accredited investors from the computation of the 1,000-investor cap. Prior to this amendment, all investors (including accredited investors) were counted toward the 1,000-investor limit. After the 2025 amendment, accredited investors are not counted — only non-accredited investors are subject to the 1,000-investor ceiling. This effectively allows AIF schemes to have more than 1,000 total investors provided the excess consists of accredited investors.","Accredited investors are now excluded from the 1,000-investor cap calculation (effective 19-11-2025).",1,3shot
TMP_072,temporal_reasoning,medium,When was the requirement for AIFs to hold investments in dematerialised form int,"The requirement for AIFs to hold investments in dematerialised form was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Amendment) Regulations, 2024, with effect from 5 January 2024 (Regulation 15(1)(i)). Three exceptions apply: (a) investments in instruments that are not eligible for dematerialisation; (b) investments held by a liquidation scheme that are not available in dematerialised form; and (c) such other investments and schemes as may be specified by the Board from time to time.","Effective January 5, 2024, with exceptions for: (a) investments not eligible for dematerialisation, (b) investments held by a liquidation scheme that are not available in dematerialised form, and (c) such other investments as may be specified by the Board from time to time.",1,3shot
REG_167,regulatory_interpretation,medium,Who are the eligible categories of promoters for a credit rating agency under SE,"Under Regulation 4, a credit rating agency must be promoted by one of the following: (a) a public financial institution; (b) a scheduled commercial bank in the RBI's second schedule; (c) a foreign bank operating in India with RBI approval; (d) a foreign CRA incorporated in a FATF member jurisdiction, recognised under their law, with at least five years' experience in rating securities; or (e) any company or body corporate with a continuous net worth of at least Rs 100 crore per audited accounts for the previous five years.","(a) a public financial institution; (b) a scheduled commercial bank included in the second schedule to the RBI Act, 1934; (c) a foreign bank operating in India with the approval of the Reserve Bank of India; (d) a foreign credit rating agency incorporated in a Financial Action Task Force (FATF) memb",1,3shot
REG_168,regulatory_interpretation,easy,"What are the minimum eligibility criteria relating to corporate form, business o","Under Regulation 5, a CRA applicant must satisfy three minimum requirements: (a) it must be set up and registered as a company under the Companies Act, 2013; (b) its Memorandum of Association must specify rating activity as one of its main objects; and (c) it must have a minimum net worth of Rs twenty-five crore.","The applicant must be set up and registered as a company under the Companies Act, 2013; have rating activity specified as one of its main objects in its Memorandum of Association; and possess a minimum net worth of rupees twenty five crore.",1,3shot
REG_169,regulatory_interpretation,easy,How long is a certificate of registration granted to a credit rating agency unde,"Under Regulation 8(2), the certificate of registration is valid unless it is suspended or cancelled by the Board — it has no fixed expiry date.",Unless it is suspended or cancelled by the Board.,1,3shot
REG_170,regulatory_interpretation,medium,What ongoing net worth requirement must a credit rating agency maintain at all t,"Under Regulation 9(d), a credit rating agency must at all times maintain a minimum net worth of Rs twenty-five crore. Existing CRAs that were already registered and had a net worth below Rs twenty-five crore at the time of the 2018 amendment were given transitional relief — they must increase their net worth to the Rs 25 crore minimum within three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.",A credit rating agency must maintain a minimum net worth of rupees twenty five crore at all times. Existing credit rating agencies registered with the Board having a net worth less than rupees twenty five crores were allowed a period of three years from the date of notification of the SEBI (CRA) (Am,1,3shot
REG_171,regulatory_interpretation,easy,What shareholding requirement must the promoter of a credit rating agency mainta,"Under Regulation 9(e), the promoter of a credit rating agency must maintain a minimum shareholding of 26% in the credit rating agency for a minimum period of three years from the date of grant of registration by the Board.",A minimum shareholding of 26% for a minimum period of three years,1,3shot
REG_172,regulatory_interpretation,medium,What restrictions apply to the activities a credit rating agency may undertake u,"Under Regulation 9(f), a CRA shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by SEBI. Two exceptions apply: (1) the CRA may carry out any other activity as may be specified by the Board; and (2) the CRA may carry out rating of financial instruments under the purview of any other financial sector regulator or authority as specified by the Board.","A credit rating agency shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board, or any other activity as may be specified by the Board, or carrying out rating of financial instruments under the purview ",1,3shot
REG_173,regulatory_interpretation,medium,What must a written agreement between a credit rating agency and its client cont,"Under Regulation 14, the written agreement must include: (a) the rights and liabilities of each party; (b) the fee to be charged; (c) an obligation on the client to co-operate for periodic review of the rating during the tenure of the rated instrument; (d) an obligation on the client to provide true, adequate, and timely information; (e) an obligation on the CRA to disclose the rating assigned to the client's securities through regular methods of dissemination, even if the rating is not accepted by the client; and (f) an obligation on the client to disclose in the offer document all ratings assigned in the last three years and any ratings by other CRAs not accepted by the client.","The rights and liabilities of each party; the fee to be charged; the client shall co-operate for periodic review; the client shall provide true, adequate and timely information; the CRA shall disclose the rating assigned to the client's securities irrespective of whether the rating is accepted by th",1,3shot
REG_174,regulatory_interpretation,medium,How must a credit rating agency disseminate information about newly assigned rat,"Under Regulation 15(2), a CRA must promptly disseminate information about newly assigned ratings and changes in earlier ratings through press releases and websites. For securities issued by listed companies, the information must additionally be provided simultaneously to the concerned regional stock exchange and to all stock exchanges where the securities are listed.","Promptly through press releases and websites. For securities issued by listed companies, it must also be provided simultaneously to the concerned regional stock exchange and to all stock exchanges where the said securities are listed.",1,3shot
REG_175,regulatory_interpretation,hard,What must a credit rating agency do if a client fails to cooperate during the ra,"Under Regulation 16(2), if a client fails to cooperate, the CRA must still carry out the review on the basis of best available information (or as specified by the Board), and must disclose to investors that the rating is based on best available information due to lack of client cooperation. Under Regulation 16(3), a CRA may not withdraw a rating so long as the obligations under the rated security are outstanding — withdrawal is only permitted if the rated company is wound up, or merged/amalgamated with another company (or as otherwise specified by the Board).","If a client fails to cooperate, the credit rating agency shall carry out the review on the basis of the best available information or in the manner specified by the Board, and disclose to investors that the rating is so based. A credit rating agency shall not withdraw a rating so long as the obligat",1,3shot
REG_176,regulatory_interpretation,easy,What disclosure obligations about rating definitions and rationale must a credit,"Under Regulation 18, a CRA must: (1) make public the definitions of the concerned rating with the symbol, and must state that ratings do not constitute recommendations to buy, hold, or sell any securities; and (2) make available to the general public information on the rationale of its ratings, which must cover both factors justifying a favourable assessment and factors constituting a risk.","A credit rating agency shall make public the definitions of the concerned rating, along with the symbol. It shall also make available to the general public information relating to the rationale of the ratings, covering an analysis of the various factors justifying a favourable assessment, as well as",1,3shot
REG_177,regulatory_interpretation,medium,For how long and what types of records must a credit rating agency maintain unde,"Under Regulation 21(1), a CRA must maintain all records for a minimum period of five years. The required records include: balance sheets, profit and loss accounts, auditor's reports, client agreements, information and correspondence from clients, ratings assigned (including upgrades and downgrades), rating notes and committee decisions, rating assignment letters, and fee particulars.","For a minimum period of five years, a credit rating agency must maintain: a copy of its balance sheet; a copy of its profit and loss account; a copy of the auditor's report; a copy of the agreement entered into with each client; information supplied by each client; correspondence with each client; r",1,3shot
REG_178,regulatory_interpretation,easy,Within what time period must a credit rating agency rectify deficiencies identif,"Under Regulation 22, a credit rating agency must take steps to rectify any deficiencies identified in the auditor's report (insofar as they relate to the rating of securities activity) within two months from the date of the auditor's report.",Within two months from the date of the auditor's report,1,3shot
REG_179,regulatory_interpretation,easy,Who has the authority to take rating decisions (including rating changes) under ,"Under Regulation 24(4), all rating decisions — including decisions on changes in rating — must be taken by the rating committee. Individual analysts or management cannot unilaterally assign or change ratings. Under Regulation 24(8), a CRA is explicitly prohibited from rating securities issued by itself.","The rating committee; No, a credit rating agency shall not rate securities issued by it.",0,3shot
REG_180,regulatory_interpretation,hard,What shareholding restrictions apply between credit rating agencies under SEBI (,"Under Regulation 24A, a CRA may not directly or indirectly hold 10% or more shareholding or voting rights in any other CRA, and may not have board representation in any other CRA. Additionally, any shareholder holding 10% or more in one CRA may not hold 10% or more (directly or indirectly) in any other CRA. There is an exemption: these cross-shareholding restrictions do not apply to holdings by Pension Funds, Insurance Schemes, and Mutual Fund Schemes.","A credit rating agency shall not directly or indirectly, hold 10 per cent or more shareholding and/or voting rights in any other credit rating agency. Also, a shareholder holding 10 per cent or more shares and/or voting rights in a credit rating agency shall not hold 10 per cent or more shares and/o",1,3shot
REG_181,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999, can a credit rating agency rate the securiti","No. Under Regulation 26(1), a CRA is prohibited from rating any security issued by its promoter. Under Regulation 26(2), if the promoter is a lending institution, there is an additional structural restriction — no Chairman, director, or employee of the lending institution-promoter may simultaneously be a Chairman, director, or employee of the credit rating agency or its rating committee.","No, a credit rating agency cannot rate the securities of its own promoter. If the promoter is a lending institution, its Chairman, director, or employee shall not be a Chairman, director, or employee of the credit rating agency or its rating committee.",1,3shot
REG_182,regulatory_interpretation,hard,What conflict-of-interest restrictions apply to the rating of securities of prom,"Under Regulation 27(1), a CRA shall not rate securities of: (a) a borrower of its promoter; (b) a subsidiary of its promoter; or (c) an associate of its promoter — if there are common Chairmen, directors, or employees between the CRA and such entities, or common persons on the rating committee. Under Regulation 27(2), a CRA shall also not rate securities of its own associate or subsidiary if the CRA or its rating committee shares a Chairman, director, or employee with such entities.","A credit rating agency shall not rate a security issued by an entity which is a borrower, subsidiary, or associate of its promoter if there are common Chairman, Directors, employees between the credit rating agency and these entities, or common Chairman, Directors, Employees on the rating committee.",1,3shot
REG_183,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999 (as amended), can an entity provide ESG ratin","No. Under Regulation 28C, no person may act as an ESG rating provider without obtaining a certificate from the Board. Existing ESG rating providers operating before the regulation came into force were provided a transitional period of six months (or such other period as specified by the Board) to continue operations. If they filed an application for registration within the six-month period, they could continue until the disposal of their application.","No, a person cannot act as an ESG rating provider unless it has obtained a certificate from the Board. Existing ESG rating providers were allowed to continue for a period of six months from the date of the regulation coming into force or such other period as may be specified by the Board, or until t",1,3shot
REG_184,regulatory_interpretation,hard,What are the ongoing and application-time liquid net worth requirements for a Ca,"Under Regulation 28E(m)(iv), a Category I ESG rating provider must maintain a minimum liquid net worth of Rs 5 crore at all times on an ongoing basis. At the time of making the application for registration, the applicant must have a minimum liquid net worth equal to the higher of: (A) Rs 10 crore, or (B) Rs 5 crore plus the applicant's own projected target of cumulative cash losses until its targeted breakeven date.","Ongoing: rupees five crores; Application-time: the higher of rupees ten crores, or addition of rupees five crores and the target on cumulative cash losses until breakeven.",1,3shot
NUM_123,numerical_reasoning,easy,A credit rating agency registered with SEBI had a net worth of Rs 18 crore at th,"The minimum required net worth is Rs 25 crore. The CRA's current net worth is Rs 18 crore. Required increase = Rs 25 crore − Rs 18 crore = Rs 7 crore. The CRA must increase its net worth by Rs 7 crore within three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.","Increase needed: Rs 25 crore - Rs 18 crore = Rs 7 crore. By when: within three years from the date of notification of the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2018.",1,3shot
NUM_124,numerical_reasoning,medium,A foreign credit rating agency was incorporated in its home country in January 2,"The foreign CRA began rating securities from July 2019. By December 2025, it has had 6 years and 5 months of rating experience (July 2019 to December 2025). This exceeds the minimum five-year experience requirement. Yes, the foreign CRA meets the five-year experience requirement.","Yes, it meets the requirement.
Calculation:
Experience period from July 2019 to December 2025 = 6 years and 5 months.
This is greater than the minimum of 5 years.",1,3shot
NUM_125,numerical_reasoning,easy,"An auditor submits a report to a CRA on October 3, 2025, identifying deficiencie","The CRA must take steps to rectify the deficiencies within two months from the date of the auditor's report. Date of report: October 3, 2025. Adding two months: December 3, 2025. The deadline for rectification is December 3, 2025.","October 3, 2025 + 2 months = December 3, 2025",1,3shot
NUM_126,numerical_reasoning,hard,A CRA's promoter holds 35% of the CRA's shares at the time of registration. The ,"The promoter must maintain at least 26% shareholding for a minimum of three years from the date of grant of registration. Three years from April 1, 2023 = April 1, 2026. June 15, 2026 is after April 1, 2026, so the lock-in period of three years has expired by then. After April 1, 2026, the promoter is no longer bound by the 3-year lock-in. However, reducing to 20% would breach the minimum 26% threshold if this obligation is ongoing beyond the three-year period (which the regulation's wording 'for a minimum period of three years' suggests is a lock-in, not a permanent requirement). The regulation specifies a minimum period of three years; after that, the 26% floor from Regulation 9(e) no longer applies as a mandatory minimum. Therefore, the promoter can reduce its shareholding to 20% on June 15, 2026.","End Date of minimum 3-year period: April 1, 2023 + 3 years = April 1, 2026.
Proposed reduction date: June 15, 2026.
Since June 15, 2026 is after April 1, 2026, the minimum period during which the 26% shareholding had to be maintained has elapsed. Therefore, Yes.",1,3shot
NUM_127,numerical_reasoning,medium,A Category I ESG rating provider applicant projects cumulative cash losses of Rs,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.","A. Rs 10 crore
B. Rs 5 crore + Rs 6 crore = Rs 11 crore
Higher of A and B = Rs 11 crore",1,3shot
NUM_128,numerical_reasoning,medium,A Category II ESG rating provider applicant projects cumulative cash losses of R,"At application time, the minimum is the higher of: (A) Rs 20 lakh, or (B) Rs 10 lakh + Rs 8 lakh (projected losses) = Rs 18 lakh. Since Rs 20 lakh > Rs 18 lakh, the minimum liquid net worth at application time is Rs 20 lakh. The ongoing maintenance requirement is Rs 10 lakh. Therefore, the application-time requirement (Rs 20 lakh) is double the ongoing maintenance requirement (Rs 10 lakh).","Minimum liquid net worth at application time:
Higher of:
A. Rs. 20 lakh
B. Rs. 10 lakh + Rs. 8 lakh = Rs. 18 lakh
Minimum liquid net worth at application time = Rs. 20 lakh.

Ongoing maintenance requirement = Rs. 10 lakh.

The minimum liquid net worth at application time (Rs. 20 lakh) is higher than",1,3shot
NUM_129,numerical_reasoning,medium,Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stak,"No, the proposed acquisition would not violate Regulation 24A(2). The restriction applies to a shareholder holding 10% or more in one CRA acquiring 10% or more in another CRA. Institution X already holds 12% (≥10%) in CRA-1. However, the proposed acquisition in CRA-2 is only 9%, which is below the 10% threshold. Since the combined holding in CRA-2 (9%) is less than 10%, the restriction under Regulation 24A(2) is not triggered. The acquisition is permissible.","No, the acquisition would not violate Regulation 24A(2).
Institution X holds 12% in CRA-1, which is 10% or more. The proposed stake in CRA-2 is 9%. Regulation 24A(2) prohibits holding 10% or more shares in any other credit rating agency. Since 9% is less than 10%, the proposed acquisition does not v",1,3shot
NUM_130,numerical_reasoning,hard,A body corporate files an application to promote a credit rating agency in Decem,"The requirement under Regulation 4(e) is a continuous net worth of at least Rs 100 crore per audited annual accounts for the previous five years. The five years preceding December 2025 would be FY 2020-21 through FY 2024-25. Net worth history: FY 2020-21: Rs 95 crore (fails — below Rs 100 crore), FY 2021-22: Rs 102 crore, FY 2022-23: Rs 110 crore, FY 2023-24: Rs 108 crore, FY 2024-25: Rs 115 crore. Since FY 2020-21 (Rs 95 crore) is below the Rs 100 crore threshold, the 'continuous' net worth requirement is not met. The body corporate does not meet the eligibility criterion under Regulation 4(e).","The provided context details Regulation 5(e), not Regulation 4(e). Therefore, it is not possible to determine if the body corporate meets the Regulation 4(e) promoter eligibility criterion from the given context.",0,3shot
CON_066,contradiction_detection,easy,Do these two versions of Regulation 8(2) impose the same validity period for a c,No,"No. Passage A specifies a five-year validity period, while Passage B states the certificate is valid indefinitely unless suspended or cancelled.",1,3shot
CON_067,contradiction_detection,easy,Do the original and 2018-amended versions of Regulation 5(c) prescribe the same ,No,"No. The original version prescribes five crores, while the amended version prescribes twenty five crore, which are different amounts.",1,3shot
CON_068,contradiction_detection,hard,Do the original Regulation 14(g) and the 2011-amended version impose the same ma,No,"No. The original specified two ratings for issues exceeding 100 crores, while the amended version refers generally to ""relevant regulations"" without specifying the number of ratings or the issue size.",1,3shot
CON_069,contradiction_detection,hard,Do the original and 2018-amended versions of Regulation 9(f) define the same per,No,"No. Passage A restricts rating to securities offered by public or rights issue, while Passage B restricts it to securities that are listed or proposed to be listed, and also modifies the conditions for engaging in other activities.",1,3shot
CON_070,contradiction_detection,medium,Do the original and 2018-amended versions of Regulation 16(3) provide the same g,No,"No. The amended version includes an additional ground for withdrawal: ""as may be specified by the Board from time to time.""",1,3shot
CON_071,contradiction_detection,medium,Do the original and 2021-amended definitions of 'credit rating agency' under Reg,No,"No. The original definition focuses on securities offered via public or rights issue, while the amended definition focuses on securities that are listed or proposed to be listed.",1,3shot
TMP_073,temporal_reasoning,easy,When was the minimum net worth requirement for credit rating agency applicants u,"The minimum net worth requirement was raised by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. The original 1999 regulations set a minimum of Rs five crore. The 2018 amendment increased this to Rs twenty-five crore — a five-fold increase of Rs twenty crore.","May 30, 2018; it was increased by twenty crore rupees (from five crores to twenty five crores).",1,3shot
TMP_074,temporal_reasoning,medium,"Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rat","Under the original Regulation 14(g), a client was required to obtain ratings from at least two different credit rating agencies for any debt securities issue of Rs 100 crore or more. This mandatory dual-rating requirement was removed by the SEBI (Credit Rating Agencies) (Second Amendment) Regulations, 2011, with effect from 27 December 2011. The 2011 amendment replaced this specific dual-rating obligation with a general requirement to obtain a rating 'in accordance with the relevant regulations.'",Mandatory dual-rating for debt issues equal to or exceeding rupees one hundred crores; removed w.e.f. 27-12-2011.,0,3shot
TMP_075,temporal_reasoning,hard,Describe the evolution of the certificate validity regime for credit rating agen,"The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.","From 2011 Amendment: initial registration certificate valid for 5 years, with application for permanent registration required 3 months before expiry (Regulation 8A inserted by 2011 Amendment).
Effective December 08, 2016 (by 2016 Amendment): Regulation 8A was omitted, and Regulation 8(2) was substit",1,3shot
TMP_076,temporal_reasoning,medium,"What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definit","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-2021) substituted the definition of 'credit rating agency' under Regulation 2(h). The original definition restricted 'credit rating agencies' to entities rating securities 'offered by way of public or rights issue' — covering only primary market issuances. The 2021 amendment broadened the definition to cover rating of securities 'that are listed or proposed to be listed on a stock exchange recognized by the Board' — expanding the scope to include all listed securities and not just those offered via public or rights issues.","The definition was changed from ""rating of securities offered by way of public or rights issue"" to ""rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board,"" effective August 3, 2021.",1,3shot
TMP_077,temporal_reasoning,easy,When was the regulatory framework for ESG rating providers introduced under SEBI,"The regulatory framework for ESG rating providers was introduced through the insertion of Chapter IVA (comprising Regulations 28A to 28I) by the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2023, with effect from 4 July 2023. Prior to this amendment, SEBI (CRA) Regulations, 1999 contained no provisions specifically governing ESG rating providers.","July 4, 2023",1,3shot
