id,task_type,difficulty,question,ref_answer,prediction,correct,condition
NUM_121,numerical_reasoning,medium,A Category II AIF has investable funds of Rs 400 crore. The Manager wants to inv,Maximum permitted investment in any single investee company = 25% of investable funds = 25% × Rs 400 crore = Rs 100 crore. The proposed investment of Rs 120 crore exceeds the limit by Rs 20 crore. The investment is not permissible as proposed. The maximum permissible investment in Company X is Rs 100 crore.,25% x 400 = 0.25 x 400 = Rs. 100 crore. Investment of Rs. 120 crore is not permissible. Maximum amount that can be invested in Company X = Rs. 100 crore.,1,3shot
NUM_122,numerical_reasoning,hard,A Category II AIF was registered with a scheme tenure of 5 years. The tenure has,(a) Regular Category II AIF: Original tenure = 5 years + maximum extension = 2 years (subject to 2/3 unit holder approval). Maximum total tenure = 7 years. (b) Accredited Investors only fund: Original tenure = 5 years + maximum extension = 5 years (subject to 2/3 unit holder approval). Maximum total tenure = 10 years. Note: the minimum tenure of 3 years (Reg 13(2)) is only a floor; the actual tenure is as determined at registration.,"## Step 1: Determine the maximum total tenure for a regular Category II AIF.
The original tenure was 5 years, and according to Regulation 13(5), an extension of up to two years is permitted. Therefore, the maximum total tenure for a regular Category II AIF is 5 years (original) + 2 years (extension)",1,3shot
CON_060,contradiction_detection,medium,Do the original and the 2021-amended versions of Regulation 16(2)(a) impose the ,No,"No. The original regulation requires at least two-thirds, while the 2021-amended version requires at least 75%.",1,3shot
CON_061,contradiction_detection,medium,Do the pre-2024 and post-2024 versions of Regulation 16(1)(c) permit the same sc,No,No. Pre-2024 version does not explicitly mention 'day-to-day operational requirements' as a borrowing purpose like the post-2024 version.,1,3shot
CON_062,contradiction_detection,medium,Does the original definition of 'large value fund for accredited investors' and ,No,"No. The original definition requires a minimum investment of seventy crore rupees, while the amended definition requires a minimum investment of twenty-five crore rupees.",1,3shot
CON_063,contradiction_detection,hard,Do the original and 2021-amended versions of Regulation 15(1)(e) cover the same ,No,"No. The original regulation only mentioned ""associates"", while the amended regulation includes both ""associates"" and ""units of Alternative Investment Funds managed or sponsored by its Manager, Sponsor or associates of its Manager or Sponsor"".",1,3shot
CON_064,contradiction_detection,medium,Do these two versions of Regulation 13(5) prescribe the same maximum tenure exte,No,"No. The pre-2021 regulation allows up to 2 years for all close-ended AIFs, while the amended regulation allows up to 2 years for general close-ended AIFs but up to 5 years for Accredited Investors only funds.",1,3shot
CON_065,contradiction_detection,hard,Do the original and 2020-amended versions of Regulation 4(g) impose the same eli,No,"No. The original regulation required at least 5 years of experience, while the 2020-amended version requires relevant certification and/or specific professional qualifications.",1,3shot
TMP_065,temporal_reasoning,easy,When was the minimum investment threshold for venture capital funds (in qualifyi,"The minimum investment threshold for venture capital funds was raised from two-thirds (approximately 66.67%) to seventy-five percent of investable funds by the SEBI (Alternative Investment Funds) (Fourth Amendment) Regulations, 2018, which came into effect on 13 August 2021. Prior to this amendment, the threshold was at least two-thirds of investable funds.","August 13, 2021",1,3shot
TMP_066,temporal_reasoning,medium,When was the concept of 'large value fund for accredited investors' first introd,"The concept of 'large value fund for accredited investors' was first introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Third Amendment) Regulations, 2021, with effect from 3 August 2021. The original minimum investment per qualifying investor was not less than Rs seventy crore. This threshold was later reduced to Rs twenty-five crore by the SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025.",No answer available; regulation 2(1)(pa) was inserted in 2021.,0,3shot
TMP_067,temporal_reasoning,medium,"What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the ","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.e.f. 05-05-2021) expanded the scope of Regulation 15(1)(e). Before the amendment, the 75% investor approval requirement applied only to investments in associates. The 2021 amendment added a second category: the approval requirement was extended to also cover investments in units of Alternative Investment Funds managed or sponsored by the Manager, Sponsor, or their associates — a category of related-party investment not previously subject to the 75% consent requirement.","Associates; or units of AIFs managed or sponsored by its Manager, Sponsor or associates of its Manager or Sponsor.",1,3shot
TMP_068,temporal_reasoning,hard,"How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requ","The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.","At least one key personnel must have relevant NISM certification and at least one must have professional qualification in finance or CFA Charter, effective October 19, 2020.",1,3shot
TMP_069,temporal_reasoning,easy,When was the Corporate Debt Market Development Fund (CDMDF) category introduced ,"The Corporate Debt Market Development Fund was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Second Amendment) Regulations, 2023, with effect from 15 June 2023. The CDMDF is defined as an Alternative Investment Fund set up and making investments in accordance with Chapter III-C of the AIF Regulations.",15-06-2023,1,3shot
TMP_070,temporal_reasoning,medium,What was the name of the social-purpose AIF sub-category under Category I before,"Before 25 July 2022, the sub-category was called 'social venture funds' — a term under Regulation 3(4)(a) for Category I AIFs investing primarily in securities or units of social ventures. The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2022 (w.e.f. 25-07-2022) renamed this sub-category to 'social impact funds.' Simultaneously, the definition of 'social venture fund' at Regulation 2(1)(v) was omitted and replaced with new definitions of 'social enterprise,' 'social impact fund,' 'social stock exchange,' and 'social units.'","Social venture funds; renamed to 'social impact funds' effective July 25, 2022.",1,3shot
TMP_071,temporal_reasoning,medium,"What change did the SEBI (AIF) (Third Amendment) Regulations, 2025 make to how t","The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2025 (w.e.f. 19-11-2025) amended Regulation 10(f) to exclude accredited investors from the computation of the 1,000-investor cap. Prior to this amendment, all investors (including accredited investors) were counted toward the 1,000-investor limit. After the 2025 amendment, accredited investors are not counted — only non-accredited investors are subject to the 1,000-investor ceiling. This effectively allows AIF schemes to have more than 1,000 total investors provided the excess consists of accredited investors.",Accredited investors are now excluded when computing the number of investors in a scheme of an Alternative Investment Fund.,0,3shot
TMP_072,temporal_reasoning,medium,When was the requirement for AIFs to hold investments in dematerialised form int,"The requirement for AIFs to hold investments in dematerialised form was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Amendment) Regulations, 2024, with effect from 5 January 2024 (Regulation 15(1)(i)). Three exceptions apply: (a) investments in instruments that are not eligible for dematerialisation; (b) investments held by a liquidation scheme that are not available in dematerialised form; and (c) such other investments and schemes as may be specified by the Board from time to time.","January 5, 2024; Exceptions: (a) investments not eligible for dematerialisation, (b) investments held by a liquidation scheme that are not available in dematerialised form, and (c) such other investments as may be specified by the Board.",1,3shot
REG_167,regulatory_interpretation,medium,Who are the eligible categories of promoters for a credit rating agency under SE,"Under Regulation 4, a credit rating agency must be promoted by one of the following: (a) a public financial institution; (b) a scheduled commercial bank in the RBI's second schedule; (c) a foreign bank operating in India with RBI approval; (d) a foreign CRA incorporated in a FATF member jurisdiction, recognised under their law, with at least five years' experience in rating securities; or (e) any company or body corporate with a continuous net worth of at least Rs 100 crore per audited accounts for the previous five years.",(a) a public financial institution; (b) a scheduled commercial bank; (c) a foreign bank operating in India; (d) a foreign credit rating agency; (e) any company or body corporate with a net worth of minimum rupees one hundred crores.,1,3shot
REG_168,regulatory_interpretation,easy,"What are the minimum eligibility criteria relating to corporate form, business o","Under Regulation 5, a CRA applicant must satisfy three minimum requirements: (a) it must be set up and registered as a company under the Companies Act, 2013; (b) its Memorandum of Association must specify rating activity as one of its main objects; and (c) it must have a minimum net worth of Rs twenty-five crore.","- A company set up under the Companies Act, 2013 
- Specified rating activity in its Memorandum of Association 
- A minimum net worth of rupees twenty five crore.",1,3shot
REG_169,regulatory_interpretation,easy,How long is a certificate of registration granted to a credit rating agency unde,"Under Regulation 8(2), the certificate of registration is valid unless it is suspended or cancelled by the Board — it has no fixed expiry date.",Unless it is suspended or cancelled by the Board.,1,3shot
REG_170,regulatory_interpretation,medium,What ongoing net worth requirement must a credit rating agency maintain at all t,"Under Regulation 9(d), a credit rating agency must at all times maintain a minimum net worth of Rs twenty-five crore. Existing CRAs that were already registered and had a net worth below Rs twenty-five crore at the time of the 2018 amendment were given transitional relief — they must increase their net worth to the Rs 25 crore minimum within three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.",Rs. 25 crores; Existing CRAs with lower net worth have 3 years to comply.,0,3shot
REG_171,regulatory_interpretation,easy,What shareholding requirement must the promoter of a credit rating agency mainta,"Under Regulation 9(e), the promoter of a credit rating agency must maintain a minimum shareholding of 26% in the credit rating agency for a minimum period of three years from the date of grant of registration by the Board.",26% for a minimum period of three years.,1,3shot
REG_172,regulatory_interpretation,medium,What restrictions apply to the activities a credit rating agency may undertake u,"Under Regulation 9(f), a CRA shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by SEBI. Two exceptions apply: (1) the CRA may carry out any other activity as may be specified by the Board; and (2) the CRA may carry out rating of financial instruments under the purview of any other financial sector regulator or authority as specified by the Board.",a credit rating agency shall not carry out any activity other than the rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board.,1,3shot
REG_173,regulatory_interpretation,medium,What must a written agreement between a credit rating agency and its client cont,"Under Regulation 14, the written agreement must include: (a) the rights and liabilities of each party; (b) the fee to be charged; (c) an obligation on the client to co-operate for periodic review of the rating during the tenure of the rated instrument; (d) an obligation on the client to provide true, adequate, and timely information; (e) an obligation on the CRA to disclose the rating assigned to the client's securities through regular methods of dissemination, even if the rating is not accepted by the client; and (f) an obligation on the client to disclose in the offer document all ratings assigned in the last three years and any ratings by other CRAs not accepted by the client.","the rights and liabilities of each party; the fee to be charged; the client shall co-operate for periodic review; the client shall provide true, adequate and timely information; the CRA shall disclose the rating assigned; the client shall disclose all ratings assigned in the last three years and any",1,3shot
REG_174,regulatory_interpretation,medium,How must a credit rating agency disseminate information about newly assigned rat,"Under Regulation 15(2), a CRA must promptly disseminate information about newly assigned ratings and changes in earlier ratings through press releases and websites. For securities issued by listed companies, the information must additionally be provided simultaneously to the concerned regional stock exchange and to all stock exchanges where the securities are listed.","Through press releases and websites; and to the concerned regional stock exchange and all stock exchanges where the securities are listed, for listed company securities.",1,3shot
REG_175,regulatory_interpretation,hard,What must a credit rating agency do if a client fails to cooperate during the ra,"Under Regulation 16(2), if a client fails to cooperate, the CRA must still carry out the review on the basis of best available information (or as specified by the Board), and must disclose to investors that the rating is based on best available information due to lack of client cooperation. Under Regulation 16(3), a CRA may not withdraw a rating so long as the obligations under the rated security are outstanding — withdrawal is only permitted if the rated company is wound up, or merged/amalgamated with another company (or as otherwise specified by the Board).","carry out the review on the basis of the best available information and disclose to investors if the rating is based on such information; No, except where the company is wound up or merged/amalgamated.",1,3shot
REG_176,regulatory_interpretation,easy,What disclosure obligations about rating definitions and rationale must a credit,"Under Regulation 18, a CRA must: (1) make public the definitions of the concerned rating with the symbol, and must state that ratings do not constitute recommendations to buy, hold, or sell any securities; and (2) make available to the general public information on the rationale of its ratings, which must cover both factors justifying a favourable assessment and factors constituting a risk.","Make public the definitions of the concerned rating, along with the symbol and state that the ratings do not constitute recommendations to buy, hold or sell any securities. Also, make available to the general public information relating to the rationale of the ratings.",1,3shot
REG_177,regulatory_interpretation,medium,For how long and what types of records must a credit rating agency maintain unde,"Under Regulation 21(1), a CRA must maintain all records for a minimum period of five years. The required records include: balance sheets, profit and loss accounts, auditor's reports, client agreements, information and correspondence from clients, ratings assigned (including upgrades and downgrades), rating notes and committee decisions, rating assignment letters, and fee particulars.","For a minimum period of five years, the records including: (a) copy of its balance sheet; (b) a copy of its profit and loss account; (c) a copy of the auditor's report; (d) a copy of the agreement entered into with each client; (e) information supplied by each client; (f) correspondence with each cl",1,3shot
REG_178,regulatory_interpretation,easy,Within what time period must a credit rating agency rectify deficiencies identif,"Under Regulation 22, a credit rating agency must take steps to rectify any deficiencies identified in the auditor's report (insofar as they relate to the rating of securities activity) within two months from the date of the auditor's report.",Two months,1,3shot
REG_179,regulatory_interpretation,easy,Who has the authority to take rating decisions (including rating changes) under ,"Under Regulation 24(4), all rating decisions — including decisions on changes in rating — must be taken by the rating committee. Individual analysts or management cannot unilaterally assign or change ratings. Under Regulation 24(8), a CRA is explicitly prohibited from rating securities issued by itself.","The rating committee. No, a CRA cannot rate its own securities.",0,3shot
REG_180,regulatory_interpretation,hard,What shareholding restrictions apply between credit rating agencies under SEBI (,"Under Regulation 24A, a CRA may not directly or indirectly hold 10% or more shareholding or voting rights in any other CRA, and may not have board representation in any other CRA. Additionally, any shareholder holding 10% or more in one CRA may not hold 10% or more (directly or indirectly) in any other CRA. There is an exemption: these cross-shareholding restrictions do not apply to holdings by Pension Funds, Insurance Schemes, and Mutual Fund Schemes.","No agency may directly or indirectly hold 10% or more shareholding/voting rights in another. A shareholder with 10% or more shares/voting rights in one agency may not hold 10% or more in another. Exemptions apply to holdings by Pension Funds, Insurance Schemes, and Mutual Fund Schemes.",1,3shot
REG_181,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999, can a credit rating agency rate the securiti","No. Under Regulation 26(1), a CRA is prohibited from rating any security issued by its promoter. Under Regulation 26(2), if the promoter is a lending institution, there is an additional structural restriction — no Chairman, director, or employee of the lending institution-promoter may simultaneously be a Chairman, director, or employee of the credit rating agency or its rating committee.","No, a credit rating agency shall not rate a security issued by its promoter. When the promoter is a lending institution, its Chairman, director or employee shall not be a Chairman, director or employee of credit rating agency or its rating committee.",1,3shot
REG_182,regulatory_interpretation,hard,What conflict-of-interest restrictions apply to the rating of securities of prom,"Under Regulation 27(1), a CRA shall not rate securities of: (a) a borrower of its promoter; (b) a subsidiary of its promoter; or (c) an associate of its promoter — if there are common Chairmen, directors, or employees between the CRA and such entities, or common persons on the rating committee. Under Regulation 27(2), a CRA shall also not rate securities of its own associate or subsidiary if the CRA or its rating committee shares a Chairman, director, or employee with such entities.","No credit rating agency shall rate a security issued by an entity which is a borrower, subsidiary or associate of its promoter, if there are common Chairman, Directors, or employees between the credit rating agency and these entities, or on the rating committee. Additionally, no credit rating agency",1,3shot
REG_183,regulatory_interpretation,medium,"Under SEBI (CRA) Regulations, 1999 (as amended), can an entity provide ESG ratin","No. Under Regulation 28C, no person may act as an ESG rating provider without obtaining a certificate from the Board. Existing ESG rating providers operating before the regulation came into force were provided a transitional period of six months (or such other period as specified by the Board) to continue operations. If they filed an application for registration within the six-month period, they could continue until the disposal of their application.","No, an entity cannot provide ESG ratings without registration. A six-month transitional period was provided to existing ESG rating providers or such other period as may be specified by the Board.",1,3shot
REG_184,regulatory_interpretation,hard,What are the ongoing and application-time liquid net worth requirements for a Ca,"Under Regulation 28E(m)(iv), a Category I ESG rating provider must maintain a minimum liquid net worth of Rs 5 crore at all times on an ongoing basis. At the time of making the application for registration, the applicant must have a minimum liquid net worth equal to the higher of: (A) Rs 10 crore, or (B) Rs 5 crore plus the applicant's own projected target of cumulative cash losses until its targeted breakeven date.",Ongoing: Rs. 5 crores; Application-time: Higher of Rs. 10 crores or Rs. 5 crores plus target cumulative cash losses until breakeven.,1,3shot
NUM_123,numerical_reasoning,easy,A credit rating agency registered with SEBI had a net worth of Rs 18 crore at th,"The minimum required net worth is Rs 25 crore. The CRA's current net worth is Rs 18 crore. Required increase = Rs 25 crore − Rs 18 crore = Rs 7 crore. The CRA must increase its net worth by Rs 7 crore within three years from the date of notification of the SEBI (CRA) (Amendment) Regulations, 2018.",Shortfall = Rs. 25 crore - 18 crore = Rs. 7 crore. Deadline: 3 years from the date of notification.,0,3shot
NUM_124,numerical_reasoning,medium,A foreign credit rating agency was incorporated in its home country in January 2,"The foreign CRA began rating securities from July 2019. By December 2025, it has had 6 years and 5 months of rating experience (July 2019 to December 2025). This exceeds the minimum five-year experience requirement. Yes, the foreign CRA meets the five-year experience requirement.",July 2019 to December 2025 = 6 years 5 months. It does not meet the requirement.,1,3shot
NUM_125,numerical_reasoning,easy,"An auditor submits a report to a CRA on October 3, 2025, identifying deficiencie","The CRA must take steps to rectify the deficiencies within two months from the date of the auditor's report. Date of report: October 3, 2025. Adding two months: December 3, 2025. The deadline for rectification is December 3, 2025.","October 3, 2025 + 2 months = October 3, 2025 + 60 days. Assuming a 30-day month, 60 days ≈ 2 months. Therefore, the deadline is December 3, 2025.",1,3shot
NUM_126,numerical_reasoning,hard,A CRA's promoter holds 35% of the CRA's shares at the time of registration. The ,"The promoter must maintain at least 26% shareholding for a minimum of three years from the date of grant of registration. Three years from April 1, 2023 = April 1, 2026. June 15, 2026 is after April 1, 2026, so the lock-in period of three years has expired by then. After April 1, 2026, the promoter is no longer bound by the 3-year lock-in. However, reducing to 20% would breach the minimum 26% threshold if this obligation is ongoing beyond the three-year period (which the regulation's wording 'for a minimum period of three years' suggests is a lock-in, not a permanent requirement). The regulation specifies a minimum period of three years; after that, the 26% floor from Regulation 9(e) no longer applies as a mandatory minimum. Therefore, the promoter can reduce its shareholding to 20% on June 15, 2026.","Three years from April 1, 2023 = April 1, 2026. The promoter can reduce holding after April 1, 2026. So, on June 15, 2026, promoter can reduce shareholding to 20%. Yes.",1,3shot
NUM_127,numerical_reasoning,medium,A Category I ESG rating provider applicant projects cumulative cash losses of Rs,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.","Higher of: 
A. Rs. 10 crores 
B. Rs. 5 crores + Rs. 6 crores = Rs. 11 crores 

Minimum liquid net worth = Rs. 11 crores.",1,3shot
NUM_128,numerical_reasoning,medium,A Category II ESG rating provider applicant projects cumulative cash losses of R,"At application time, the minimum is the higher of: (A) Rs 20 lakh, or (B) Rs 10 lakh + Rs 8 lakh (projected losses) = Rs 18 lakh. Since Rs 20 lakh > Rs 18 lakh, the minimum liquid net worth at application time is Rs 20 lakh. The ongoing maintenance requirement is Rs 10 lakh. Therefore, the application-time requirement (Rs 20 lakh) is double the ongoing maintenance requirement (Rs 10 lakh).",Minimum liquid net worth at application time = higher of A. Rs. 20 lakh or B. (Rs. 10 lakh + Rs. 8 lakh) = higher of Rs. 20 lakh or Rs. 18 lakh = Rs. 20 lakh. Ongoing maintenance requirement = Rs. 10 lakh. Rs. 20 lakh > Rs. 10 lakh.,1,3shot
NUM_129,numerical_reasoning,medium,Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stak,"No, the proposed acquisition would not violate Regulation 24A(2). The restriction applies to a shareholder holding 10% or more in one CRA acquiring 10% or more in another CRA. Institution X already holds 12% (≥10%) in CRA-1. However, the proposed acquisition in CRA-2 is only 9%, which is below the 10% threshold. Since the combined holding in CRA-2 (9%) is less than 10%, the restriction under Regulation 24A(2) is not triggered. The acquisition is permissible.","No, Institution X holds 12% > 10% in CRA-1. Proposed acquisition: 9% < 10% in CRA-2. Hence, it does not violate.",1,3shot
NUM_130,numerical_reasoning,hard,A body corporate files an application to promote a credit rating agency in Decem,"The requirement under Regulation 4(e) is a continuous net worth of at least Rs 100 crore per audited annual accounts for the previous five years. The five years preceding December 2025 would be FY 2020-21 through FY 2024-25. Net worth history: FY 2020-21: Rs 95 crore (fails — below Rs 100 crore), FY 2021-22: Rs 102 crore, FY 2022-23: Rs 110 crore, FY 2023-24: Rs 108 crore, FY 2024-25: Rs 115 crore. Since FY 2020-21 (Rs 95 crore) is below the Rs 100 crore threshold, the 'continuous' net worth requirement is not met. The body corporate does not meet the eligibility criterion under Regulation 4(e).","Net worth for 5 preceding years: 
2020-21: Rs 95 crore 
2021-22: Rs 102 crore 
2022-23: Rs 110 crore 
2023-24: Rs 108 crore 
2024-25: Rs 115 crore 

All > Rs 100 crore, meets criterion.",1,3shot
CON_066,contradiction_detection,easy,Do these two versions of Regulation 8(2) impose the same validity period for a c,No,"No. Passage A specifies a 5-year validity period, while Passage B makes validity subject to suspension or cancellation, not specifying a fixed term.",1,3shot
CON_067,contradiction_detection,easy,Do the original and 2018-amended versions of Regulation 5(c) prescribe the same ,No,"Yes. The original regulation specified 5 crores, while the amended version specified 25 crores, indicating a change in the requirement.",0,3shot
CON_068,contradiction_detection,hard,Do the original Regulation 14(g) and the 2011-amended version impose the same ma,No,"No. The original Regulation 14(g) requires a rating from at least two different rating agencies for large debt security issues (≥100 crores), while the amended version does not specify this requirement.",1,3shot
CON_069,contradiction_detection,hard,Do the original and 2018-amended versions of Regulation 9(f) define the same per,No,"No. The original regulation allows rating agencies to engage in other activities required by a financial sector regulator, while the 2018-amended version restricts rating activities to securities listed or proposed to be listed and allows other activities specified by the Board.",1,3shot
CON_070,contradiction_detection,medium,Do the original and 2018-amended versions of Regulation 16(3) provide the same g,No,"No. The original regulation provides specific exceptions, while the amended regulation adds an additional clause ""or as may be specified by the Board from time to time"".",1,3shot
CON_071,contradiction_detection,medium,Do the original and 2021-amended definitions of 'credit rating agency' under Reg,No,"No. The original definition covers rating of securities offered by way of public or rights issue, while the amended definition covers rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board.",1,3shot
TMP_073,temporal_reasoning,easy,When was the minimum net worth requirement for credit rating agency applicants u,"The minimum net worth requirement was raised by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. The original 1999 regulations set a minimum of Rs five crore. The 2018 amendment increased this to Rs twenty-five crore — a five-fold increase of Rs twenty crore.","May 30, 2018; from 5 crores to 25 crores.",0,3shot
TMP_074,temporal_reasoning,medium,"Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rat","Under the original Regulation 14(g), a client was required to obtain ratings from at least two different credit rating agencies for any debt securities issue of Rs 100 crore or more. This mandatory dual-rating requirement was removed by the SEBI (Credit Rating Agencies) (Second Amendment) Regulations, 2011, with effect from 27 December 2011. The 2011 amendment replaced this specific dual-rating obligation with a general requirement to obtain a rating 'in accordance with the relevant regulations.'",For debt issues of size equal to or exceeds rupees one hundred crores; 27-12-2011.,0,3shot
TMP_075,temporal_reasoning,hard,Describe the evolution of the certificate validity regime for credit rating agen,"The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.","Initially, Regulation 8(2) provided a 5-year validity for the certificate of initial registration. 
The 2011 Amendment introduced Regulation 8A, requiring an application for permanent registration 3 months before the initial certificate's expiry. 
The 2016 Amendment (w.e.f. 08-12-2016) omitted Regul",1,3shot
TMP_076,temporal_reasoning,medium,"What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definit","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-2021) substituted the definition of 'credit rating agency' under Regulation 2(h). The original definition restricted 'credit rating agencies' to entities rating securities 'offered by way of public or rights issue' — covering only primary market issuances. The 2021 amendment broadened the definition to cover rating of securities 'that are listed or proposed to be listed on a stock exchange recognized by the Board' — expanding the scope to include all listed securities and not just those offered via public or rights issues.","The SEBI (CRA) (Amendment) Regulations, 2021, effective August 3, 2021, changed the definition to include rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board, from rating of securities offered by way of public or rights issue.",1,3shot
TMP_077,temporal_reasoning,easy,When was the regulatory framework for ESG rating providers introduced under SEBI,"The regulatory framework for ESG rating providers was introduced through the insertion of Chapter IVA (comprising Regulations 28A to 28I) by the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2023, with effect from 4 July 2023. Prior to this amendment, SEBI (CRA) Regulations, 1999 contained no provisions specifically governing ESG rating providers.","July 4, 2023.",1,3shot
TMP_078,temporal_reasoning,easy,When was the 26% minimum promoter shareholding requirement for credit rating age,"The requirement for a minimum promoter shareholding of 26% in a credit rating agency was introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to this amendment, the SEBI (CRA) Regulations, 1999 did not prescribe any minimum shareholding requirement for promoters. The 2018 amendment inserted Regulation 5(l) (eligibility criterion) and Regulation 9(e) (ongoing condition of certificate) to impose this requirement.","May 30, 2018.",1,3shot
TMP_079,temporal_reasoning,easy,When were the cross-shareholding restrictions between credit rating agencies fir,"The cross-shareholding restrictions between credit rating agencies (Regulation 24A) were first introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to the 2018 amendment, the SEBI (CRA) Regulations, 1999 did not contain any specific prohibition on CRAs holding shares in other CRAs or shareholders of one CRA holding 10% or more in another CRA.","May 30, 2018.",1,3shot
TMP_080,temporal_reasoning,medium,"What change did the SEBI (CRA) (Amendment) Regulations, 2018 make to the continu","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018 (w.e.f. 30-05-2018) added a qualifying carveout to the continuous monitoring obligation in Regulation 15(1). The original version required CRAs to continuously monitor ratings 'during the lifetime of securities rated by it' with no exception. The 2018 amendment added the phrase 'unless the rating is withdrawn, subject to the provisions of regulation 16(3)' — clarifying that the monitoring obligation ceases if and when a rating is legitimately withdrawn in accordance with the conditions specified in Regulation 16(3) (i.e., winding up, merger, or as specified by the Board).","added an exception for withdrawal of rating, subject to regulation 16(3), effective May 30, 2018.",0,3shot
REG_185,regulatory_interpretation,easy,Under Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) ,25% or more of the voting rights in the target company (when combined with shares held by the acquirer and persons acting in concert).,Twenty-five per cent or more.,0,3shot
REG_186,regulatory_interpretation,easy,An acquirer holds 30% voting rights in a target company. What is the maximum add,5% of voting rights per financial year.,5%,1,3shot
REG_187,regulatory_interpretation,easy,Can an acquirer acquire control over a target company without making a public an,"No. Regulation 4 states that irrespective of acquisition or holding of shares or voting rights, no acquirer shall acquire control over a target company without making a public announcement of an open offer.",No.,1,3shot
REG_188,regulatory_interpretation,medium,"Under Regulation 5(2) of SEBI Takeovers Regulations 2011, under what condition i","When the proportionate NAV, proportionate sales turnover, or proportionate market capitalisation of the target company exceeds 80% of the consolidated NAV, consolidated sales turnover, or enterprise value (respectively) of the entity being acquired, on the basis of the most recent audited annual financial statements.","If the proportionate net asset value, sales turnover, or market capitalisation of the target company exceeds eighty per cent of the consolidated values of the entity being acquired.",1,3shot
REG_189,regulatory_interpretation,easy,What shareholding range qualifies an acquirer to voluntarily make a public annou,"The acquirer must hold shares or voting rights of 25% or more but less than the maximum permissible non-public shareholding, and the aggregate shareholding after completion of the offer must not exceed the maximum permissible non-public shareholding.",twenty-five per cent or more but less than the maximum permissible non-public shareholding,1,3shot
REG_190,regulatory_interpretation,easy,"Under Regulation 6(2), after completing a voluntary open offer, for how long is ",Six months after completion of the open offer.,Six months,1,3shot
