model,item_id,task_type,strict_correct,gemini_verdict,phi4_verdict,question,reference_answer,model_prediction,prediction_truncated,sample_group,stratum,human_verdict_CORRECT_or_INCORRECT,human_notes
DeepSeek-R1-Distill,REG_182,regulatory_interpretation,0,0,1,"What conflict-of-interest restrictions apply to the rating of securities of promoter-connected entities under SEBI (CRA) Regulations, 1999?","Under Regulation 27(1), a CRA shall not rate securities of: (a) a borrower of its promoter; (b) a subsidiary of its promoter; or (c) an associate of its promoter — if there are common Chairmen, directors, or employees between the CRA and such entities, or common persons on the rating committee. Under Regulation 27(2), a CRA shall also not rate securities of its own associate or subsidiary if the CRA or its rating committee shares a Chairman, director, or employee with such entities.","Under the SEBI (CRA) Regulations, 1999, a credit rating agency is restricted from rating securities of promoter-connected entities if there are shared chairmen, directors, or employees with the promoter's borrower, subsidiary, or associate. Additionally, the agency cannot rate securities of its own ",FALSE,disagreement,REG_disagreement,INCORRECT,Incomplete: it starts the second restriction but does not complete the rule for the CRA's own associate/subsidiary.
DeepSeek-R1-Distill,TMP_081,temporal_reasoning,0,1,0,"When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.",SEBI introduced the prohibitions on wilful defaulters and fugitive economic offenders through Regulation 6A in 2016 and Regulation 6B in 2018. These additions were likely aimed at protecting market integrity and investor interests by preventing individuals with financial or legal issues from acquiri,FALSE,disagreement,TMP_disagreement,INCORRECT,"Incomplete and speculative: it omits the specific triggers, RBI wilful-defaulter guidelines and the Fugitive Economic Offenders Act."
Gemma 4 E4B,REG_023,regulatory_interpretation,1,0,1,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,Five per cent,FALSE,disagreement,REG_disagreement,CORRECT,
Gemma 4 E4B,NUM_001,numerical_reasoning,1,1,0,"Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets an eligible issuer must have cumulatively demonstrated across all three preceding years (treating each year's minimum separately)?",Nine crore rupees (three crore rupees per year × three years),Three crore rupees.,FALSE,disagreement,NUM_disagreement,INCORRECT,Wrong cumulative amount: Rs 3 crore per year for three years totals Rs 9 crore.
Gemma 4 E4B,NUM_005,numerical_reasoning,0,0,1,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"₹75 crore.

Calculation: 20% of ₹500 crore = ₹100 crore. Interest = ₹100 crore * 15% * 6 months = ₹90 crore.",FALSE,disagreement,NUM_disagreement,INCORRECT,Wrong amount: the correct interest is Rs 7.5 crore; the response's Rs 75 crore/Rs 90 crore arithmetic is wrong.
Gemma 4 E4B,TMP_002,temporal_reasoning,0,0,1,Which lock-in regime for minimum promoters' contribution applied before 13 August 2021 — three years or eighteen months?,"Three years from the date of commencement of commercial production or date of allotment, whichever is later",Three years.,FALSE,disagreement,TMP_disagreement,CORRECT,
Gemma 4 E4B,TMP_012,temporal_reasoning,1,0,1,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992","The SEBI (Merchant Bankers) Regulations, 1992 were among the earliest set of SEBI regulations.",FALSE,disagreement,TMP_disagreement,INCORRECT,No answer to the question about the SEBI Act and year.
Gemma 4 E4B,NUM_069,numerical_reasoning,1,0,1,"Under RBI SFB Dividend Directions 2026, the Maximum Eligible Dividend is the lower of 75% of PAT or the Table 1 limit. For a bank with PAT of ₹17,000 crore and a Table 1 limit of ₹5,500 crore, what is the Maximum Eligible Dividend?","₹5,500 crore. This is the lower of 75% of PAT (₹12,750 crore) and the Table 1 limit (₹5,500 crore).","₹5,500",FALSE,disagreement,NUM_disagreement,CORRECT,
Gemma 4 E4B,TMP_030,temporal_reasoning,0,0,1,"How many years elapsed between the issuance of the first LEI circular (June 01, 2017) and its supersession by the Master Direction on Unique Identifiers (March 27, 2026)?","Approximately 8 years and 10 months elapsed between June 1, 2017 and March 27, 2026.",Nine years.,FALSE,disagreement,TMP_disagreement,CORRECT,
Gemma 4 E4B,TMP_031,temporal_reasoning,0,0,1,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","March 31, 2023: Fifteen percent of paid up capital and free reserves.
March 31, 2024: Ten percent of paid up capital and free reserves.
March 31, 2025: Five percent of paid up capital and free reserves.
April 1, 2025: Prohibition.",FALSE,disagreement,TMP_disagreement,CORRECT,
Gemma 4 E4B,TMP_044,temporal_reasoning,1,1,0,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","June 15, 2024",FALSE,disagreement,TMP_disagreement,INCORRECT,"Wrong year: one year after June 15, 2025 is June 15, 2026, not June 15, 2024."
Gemma 4 E4B,NUM_037,numerical_reasoning,0,1,0,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,Yes.,FALSE,disagreement,NUM_disagreement,INCORRECT,Wrong conclusion: 70% government ownership is below the 75% threshold.
Gemma 4 E4B,NUM_094,numerical_reasoning,1,0,1,"Under the RBI SFB Dividend Directions, 2026, what percentage of Adjusted PAT may an SFB with a Tier 1 Capital Ratio between 11.5% and 13.5% (Bucket B4) pay as dividend?",40 per cent of Adjusted PAT,40 per cent of adjusted PAT for the period.,FALSE,disagreement,NUM_disagreement,CORRECT,
Gemma 4 E4B,REG_124,regulatory_interpretation,1,0,1,What is the primary restriction on additional business activities an AMC may engage in under the post-2011 SEBI (Mutual Funds) Regulations?,"The AMC shall not undertake any business activities other than management and advisory services provided to pooled assets (including offshore funds, insurance funds, pension funds, provident funds, and certain foreign portfolio investors)",The asset management company shall not undertake any business activities other than in the nature of management and advisory services provided to pooled assets.,FALSE,disagreement,REG_disagreement,CORRECT,
Gemma 4 E4B,REG_133,regulatory_interpretation,0,0,1,"Does a Chartered Accountant who incidentally provides investment advice to clients in the course of professional services need to register as an investment adviser under SEBI IA Regulations, 2013?","No. Under Regulation 4(f), any member of the Institute of Chartered Accountants of India (or other specified professional bodies such as ICSI, ICMAI, or the Actuarial Society of India) who provides investment advice to clients incidental to their professional service is exempt from registration as an investment adviser.","The passage does not state whether a Chartered Accountant needs to register as an investment adviser under SEBI IA Regulations, 2013.",FALSE,disagreement,REG_disagreement,INCORRECT,"No answer; the correct answer is that the professional-body exemption applies, so registration is not required."
Gemma 4 E4B,NUM_109,numerical_reasoning,1,0,1,"A part-time investment adviser currently serves 68 clients. They plan to onboard 8 new clients in the coming week. After onboarding all 8 clients, how many total clients will the adviser have, and by how many would this exceed the regulatory limit? How many of the planned new clients can be legitimately onboarded?","Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h) is 75 clients. Excess: 76 − 75 = 1 client. The adviser would exceed the limit by 1. Therefore, only 7 of the 8 planned new clients can be legitimately onboarded (68 + 7 = 75 = limit). The 8th client cannot be onboarded.",68 + 8 = 76 clients. 76 exceeds the limit of 75 by 1 client. 0 of the planned new clients can be legitimately onboarded.,FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong number of new clients allowed: 7 can be onboarded, not 0."
Gemma 4 E4B,NUM_119,numerical_reasoning,1,0,1,"An AIF Manager plans to launch a new scheme on October 15, 2025. By what date must the placement memorandum be filed with SEBI under SEBI AIF Regulations, 2012?","The placement memorandum must be filed at least 30 days prior to the launch. Launch date: October 15, 2025. Subtracting 30 days: October 15 − 30 days = September 15, 2025. The placement memorandum must be filed by September 15, 2025 at the latest.","September 16, 2025",FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong date: 30 days before October 15, 2025 is September 15, 2025, not September 16."
Gemma 4 E4B,TMP_066,temporal_reasoning,1,1,0,"When was the concept of 'large value fund for accredited investors' first introduced under SEBI AIF Regulations, 2012, and what was the original minimum investment threshold?","The concept of 'large value fund for accredited investors' was first introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Third Amendment) Regulations, 2021, with effect from 3 August 2021. The original minimum investment per qualifying investor was not less than Rs seventy crore. This threshold was later reduced to Rs twenty-five crore by the SEBI (AIF) (Third Amendment) Regulations, 2025, w.e.f. 19-11-2025.","03-08-2021, seventy crore rupees.",FALSE,disagreement,TMP_disagreement,CORRECT,
Gemma 4 E4B,TMP_069,temporal_reasoning,1,1,0,"When was the Corporate Debt Market Development Fund (CDMDF) category introduced under SEBI AIF Regulations, 2012?","The Corporate Debt Market Development Fund was introduced by the Securities and Exchange Board of India (Alternative Investment Funds) (Second Amendment) Regulations, 2023, with effect from 15 June 2023. The CDMDF is defined as an Alternative Investment Fund set up and making investments in accordance with Chapter III-C of the AIF Regulations.",15-06-2023,FALSE,disagreement,TMP_disagreement,CORRECT,
Gemma 4 E4B,REG_175,regulatory_interpretation,1,0,1,"What must a credit rating agency do if a client fails to cooperate during the rating review process under SEBI (CRA) Regulations, 1999? Can a CRA withdraw a rating while the security's obligations are outstanding?","Under Regulation 16(2), if a client fails to cooperate, the CRA must still carry out the review on the basis of best available information (or as specified by the Board), and must disclose to investors that the rating is based on best available information due to lack of client cooperation. Under Regulation 16(3), a CRA may not withdraw a rating so long as the obligations under the rated security are outstanding — withdrawal is only permitted if the rated company is wound up, or merged/amalgamated with another company (or as otherwise specified by the Board).","The credit rating agency shall carry out the review on the basis of the best available information or in the manner as specified by the Board. A CRA shall not withdraw a rating so long as the obligations under the security rated by it are outstanding, except where the company whose security is rated",FALSE,disagreement,REG_disagreement,CORRECT,
Gemma 4 E4B,NUM_127,numerical_reasoning,0,0,1,A Category I ESG rating provider applicant projects cumulative cash losses of Rs 6 crore until breakeven. What is the minimum liquid net worth the applicant must demonstrate at the time of filing the registration application?,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.",Rupees 10 crores.,FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong amount: Rs 5 crore + Rs 6 crore = Rs 11 crore, which exceeds the Rs 10 crore floor."
Gemma 4 E4B,REG_185,regulatory_interpretation,0,0,1,"Under Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011, what voting rights threshold triggers the mandatory open offer obligation?",25% or more of the voting rights in the target company (when combined with shares held by the acquirer and persons acting in concert).,Twenty-five per cent or more of the voting rights in the target company.,FALSE,disagreement,REG_disagreement,CORRECT,
Gemma 4 E4B,REG_186,regulatory_interpretation,0,0,1,An acquirer holds 30% voting rights in a target company. What is the maximum additional percentage of voting rights they can acquire in a single financial year under Regulation 3(2) without triggering an open offer?,5% of voting rights per financial year.,Five percent.,FALSE,disagreement,REG_disagreement,CORRECT,
Gemma 4 E4B,NUM_136,numerical_reasoning,0,0,1,An acquirer makes a mandatory open offer where the total consideration payable is Rs 400 crore. What is the non-refundable fee payable to SEBI under Regulation 16(1) at the time of filing the draft letter of offer?,"Consideration is more than Rs 10 crore but less than or equal to Rs 1,000 crore: fee = 0.5% of offer size = 0.5% × Rs 400 crore = Rs 2 crore.","0.5% of the offer size. 

Calculation: 0.5% of Rs 400 crore = Rs 2 crore.

Answer: Rs 2,00,00,000",FALSE,disagreement,NUM_disagreement,CORRECT,
Qwen3-32B,CON_049,contradiction_detection,1,,,Do Passage A and Passage B apply the same shareholding threshold for cross-ownership restrictions in mutual funds?,Yes,Yes - Both passages apply the 10% shareholding or voting rights threshold to restrict cross-ownership in mutual funds.,FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
Gemini 2.5 Pro,CON_074,contradiction_detection,1,,,Is there a contradiction between Regulation 7(1) and Regulation 7(2) about the minimum open offer size under SEBI Takeovers Regulations 2011?,No,"No, because Regulation 7(1) applies to open offers made under regulations 3 and 4, whereas Regulation 7(2) applies to voluntary open offers made under regulation 6.",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
DeepSeek-R1-Distill,CON_042,contradiction_detection,1,,,"Under the RBI SFB Dividend Directions 2026, do Bucket B2 and Bucket B3 allow the same maximum dividend as a percentage of Adjusted PAT?",No,"No, Bucket B2 allows 20% of adjusted PAT, while Bucket B3 allows 30%, so they are different.",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
GPT-OSS 20B,CON_001,contradiction_detection,1,,,Do the two passages prescribe different lock-in periods for minimum promoters' contribution in the general (non-capital-expenditure) case?,Yes,"Yes – Passage A mandates a 3‑year lock‑in, whereas Passage B sets an 18‑month lock‑in for the general case, changing only to 3 years when capital expenditure is the primary use.",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
GPT-OSS 120B,CON_046,contradiction_detection,1,,,Do Passage A and Passage B specify the same minimum proportion of independent trustees for a mutual fund?,No,"No. Passage A requires a minimum of 50% independent trustees, whereas Passage B requires a higher minimum of two‑thirds (approximately 66.7%).",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
GPT-OSS 120B,CON_008,contradiction_detection,1,,,Do the two passages prescribe different tests for disqualifying a custodian from acting for a mutual fund based on its relationship with the sponsor?,Yes,"Yes. Passage A disqualifies a custodian if the sponsor or its associates own ≥50 % of voting rights (or if ≥50 % of directors represent the fund’s interest), whereas Passage B disqualifies a custodian if a sponsor, its associates, or a shareholder holding >50 % of the asset‑manager’s paid‑up capital",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
Gemini 2.5 Flash,CON_044,contradiction_detection,1,,,Do auction weeks 2 and 6 of the GoI issuance calendar for H1 FY2026-27 have the same structure in terms of total amount and securities offered?,Yes,"Yes, both auction weeks offer ₹34,000 crore through a single 10-year security.",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
Gemini 2.5 Pro,CON_064,contradiction_detection,1,,,Do these two versions of Regulation 13(5) prescribe the same maximum tenure extension period for all close-ended AIFs?,No,"No, because the amended regulation permits a five-year extension for an Accredited Investors only fund, while the pre-2021 regulation set a uniform two-year extension limit for all close-ended AIFs.",FALSE,control_agreement,CON_strict_correct_no_judge,CORRECT,
LLaMA-3-8B,CON_040,contradiction_detection,0,,,Does Passage B create an exception to the general rule in Passage A that every entity must have its own LEI code to transact in RBI-regulated financial markets?,Yes,"No. The passage does not create an exception, but rather provides guidance on how non-residents without a legal entity status can use the LEI code of their parent/management company to transact in RBI",TRUE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong contradiction result: Passage B does create an exception to the general LEI requirement.
Mistral-7B,CON_005,contradiction_detection,0,,,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"Yes, the passages impose different shareholding thresholds triggering mandatory Board approval. For recognized stock exchanges, the limit is 5% (or 15% in certain cases), while for depositories it is ",TRUE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong contradiction result: both provisions use the same 5% threshold for the comparison posed.
Qwen3-32B,CON_002,contradiction_detection,0,,,Do the two passages prescribe different lock-in durations for excess promoters' shares versus non-promoter pre-issue shares in an IPO?,No,"Yes - Passage A refers to excess promoters' shares, while Passage B refers to pre-issue shares held by non-promoters, both having a six-month lock-in period from the date of allotment in an IPO.",FALSE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong contradiction result: both passages prescribe the same six-month lock-in for the scenario described.
LLaMA-3.3-70B,CON_032,contradiction_detection,0,,,Are the two passages contradictory regarding RBI's authority over Small Finance Bank dividend declarations?,No,"Yes. The passages are contradictory because Passage A states there are no explicit restrictions, while Passage B states the Reserve Bank reserves the right to place restrictions on dividend distributi",TRUE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,"Wrong contradiction result: the passages are not contradictory; RBI's reserved authority is an added qualification, not a conflict."
Gemini 2.5 Pro,CON_052,contradiction_detection,0,,,Do Passage A and Passage B permit mutual fund schemes to hold any unlisted equity instruments?,No,"Yes.
The passages do not contradict, as Passage A sets a quantitative limit on investments in unlisted equity, which Passage B clarifies must be securities that are ""to be listed.""",FALSE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong answer: the passages do not permit holdings of any unlisted equity instruments.
Kimi K2,CON_052,contradiction_detection,0,,,Do Passage A and Passage B permit mutual fund schemes to hold any unlisted equity instruments?,No,"Yes. Passage A explicitly allows open-ended schemes to invest up to 5% and close-ended schemes up to 10% of NAV in unlisted equity, while Passage B permits holdings “to be listed,” which includes unlisted instruments.",FALSE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong answer: the passages do not permit holdings of any unlisted equity instruments.
GPT-OSS 120B,CON_032,contradiction_detection,0,,,Are the two passages contradictory regarding RBI's authority over Small Finance Bank dividend declarations?,No,"Yes. Passage A states banks face no explicit RBI dividend restrictions, while Passage B grants the RBI authority to impose dividend restrictions on non‑compliant banks, creating a conflict.",FALSE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong contradiction result: the passages are not contradictory on RBI's authority to restrict dividend distribution.
Gemini 2.5 Pro,CON_005,contradiction_detection,0,,,Do the two passages impose different shareholding thresholds triggering mandatory Board approval for acquisitions in recognised stock exchanges versus depositories?,No,"Yes, Passage A allows certain institutional investors to acquire up to fifteen per cent in a recognised stock exchange, whereas Passage B sets a uniform five per cent limit for all acquirers in a depository.",FALSE,control_agreement,CON_strict_incorrect_no_judge,INCORRECT,Wrong contradiction result: the passages do not impose different thresholds in the way asserted.
DeepSeek-R1-Distill,NUM_035,numerical_reasoning,1,,1,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a roll-over notice is dispatched to holders on 5 May 2025, what is the earliest date on which the roll-over can take effect (assuming all holders consent)?",26 May 2025 (after expiry of the twenty one days notice period from 5 May),"The earliest date on which the roll-over can take effect is May 26, 2025.

Answer: May 26, 2025.",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Gemini 2.5 Pro,NUM_067,numerical_reasoning,1,,1,"Using the formula for Adjusted PAT, calculate the Adjusted PAT for a Small Finance Bank with PAT of ₹17,000 crore and Net NPA of ₹6,500 crore.","₹13,750 crore. Calculation: ₹17,000 - (50% × ₹6,500) = ₹17,000 - ₹3,250 = ₹13,750 crore.","Adjusted PAT = PAT - (50% of Net NPA)
= ₹17,000 crore - (50% of ₹6,500 crore)
= ₹17,000 crore - ₹3,250 crore
= ₹13,750 crore",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Gemini 2.5 Flash,NUM_105,numerical_reasoning,1,,1,"A mutual fund scheme (non-index, non-ETF) has NAV of Rs800 crore. What is the maximum investment it may make in equity shares of any single entity?",Rs80 crore (10% of Rs800 crore NAV),Rs800 crore * 10% = Rs80 crore,FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Gemini 2.5 Flash,NUM_122,numerical_reasoning,1,,1,A Category II AIF was registered with a scheme tenure of 5 years. The tenure has now expired and unit holders are considering an extension. (a) What is the maximum total tenure (including extension) for a regular Category II AIF? (b) What would it be if the fund were an Accredited Investors only fund?,(a) Regular Category II AIF: Original tenure = 5 years + maximum extension = 2 years (subject to 2/3 unit holder approval). Maximum total tenure = 7 years. (b) Accredited Investors only fund: Original tenure = 5 years + maximum extension = 5 years (subject to 2/3 unit holder approval). Maximum total tenure = 10 years. Note: the minimum tenure of 3 years (Reg 13(2)) is only a floor; the actual tenure is as determined at registration.,"(a)
Minimum tenure = 3 years (Regulation 13(2))
Maximum extension = 2 years (Regulation 13(5))
Maximum total tenure = 3 years + 2 years = 5 years

(b)
Minimum tenure = 3 years (Regulation 13(2))
Maxim",TRUE,control_agreement,NUM_strict_correct_phi4_agrees,INCORRECT,Incomplete: part (a) should total 7 years and part (b) should total 10 years.
LLaMA-3.3-70B,NUM_112,numerical_reasoning,1,,1,"A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI (Investment Advisers) Regulations, 2013. SEBI grants an initial exemption of 8 months. If SEBI grants an extension, what is the maximum total duration of the regulatory sandbox exemption permissible under these regulations?","Under Regulation 28A(1), a regulatory sandbox exemption may be granted for a period not exceeding twelve months. Regardless of extensions, the total exemption duration cannot exceed 12 months. Even though an initial 8-month exemption was granted, the maximum total duration permissible is 12 months. Any extension beyond the initial 8 months can be for at most 4 more months.","Initial exemption: 8 months
Maximum extension: 12 months - 8 months = 4 months
Maximum total duration: 8 months + 4 months = 12 months

12 months",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Kimi K2,NUM_135,numerical_reasoning,1,,1,"An acquirer's total consideration payable under an open offer is Rs 600 crore. Under Regulation 17(1), the required escrow is Rs 235 crore. The acquirer intends to fund the entire escrow via bank guarantee. What minimum cash amount must they additionally deposit with a scheduled commercial bank?",At least 1% of total consideration payable = 1% of Rs 600 crore = Rs 6 crore must be deposited in cash.,"Total consideration payable = Rs 600 crore  
Required minimum cash deposit = 1% of Rs 600 crore = Rs 6 crore  

Rs 6 crore",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
DeepSeek-R1-Distill,NUM_085,numerical_reasoning,1,,1,"What was the value of India's gold reserves as on March 13, 2026 in US dollar terms, and what was the increase over the year?","Gold reserves as on March 13, 2026: US$ 130,681 million. Increase over the year: US$ 56,289 million.","The value of India's gold reserves as on March 13, 2026, in US dollar terms is $130,681 million. The increase over the year is $56,289 million.

Answer: $130,681 million (value), $56,289 million (increase).",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Kimi K2,NUM_088,numerical_reasoning,1,,1,"What is the standard minimum networth requirement for an AMC under SEBI (Mutual Funds) Regulations, 1996?",Not less than rupees fifty crore,"Standard minimum networth = ₹50 crore  
Units: ₹50 crore",FALSE,control_agreement,NUM_strict_correct_phi4_agrees,CORRECT,
Gemma 4 E4B,NUM_078,numerical_reasoning,0,0,0,"What is the total amount Karnataka is raising across all its five securities in the revised State Government auction of March 24, 2026?","₹10,000 crore. Calculation: ₹2,000 × 5 securities = ₹10,000 crore.",The context does not provide the total amount Karnataka is raising in the,FALSE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,"No answer provided; the correct total is Rs 10,000 crore."
Mistral-7B,NUM_037,numerical_reasoning,0,0,0,"Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly owned by a sovereign government, does it qualify as a Category I foreign portfolio investor on the basis of government ownership?",No. The minimum threshold for government ownership is at least seventy-five per cent; seventy per cent is below this threshold,"Yes, the given context states that entities controlled or at least 75% directly or indirectly owned by such Government and Government related investor(s) qualify. Since the entity is 70% directly owne",TRUE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,Wrong conclusion: 70% government ownership is below the 75% threshold.
Mistral-7B,NUM_068,numerical_reasoning,0,0,0,"A Small Finance Bank has a Tier 1 Capital Ratio of 11.72% and an Adjusted PAT of ₹13,750 crore. According to Table 1 of the RBI SFB Dividend Directions 2026, what is the maximum dividend allowable under the bucket framework?","₹5,500 crore. Calculation: Bank falls in Bucket B4 (above 11.5% and up to 13.5%), which allows 40% of Adjusted PAT. 40% × ₹13,750 = ₹5,500 crore.","The maximum dividend allowable under the bucket framework is 5,500 crore (40% of 13,750).",FALSE,control_agreement,NUM_strict_incorrect_judges_agree,CORRECT,
Qwen3-32B,NUM_084,numerical_reasoning,0,0,0,"As of February 28, 2026, what was the year-on-year growth rate of M3 (broad money supply)?",11.5%,"Year-on-Year Growth Rate = (Amount in 2026 - Amount in 2025) / Amount in 2025 × 100  
= (31,30,192 - 30,298,040) / 30,298,040 × 100  
= 1,00,152 / 30,298,040 × 100  
≈ 0.33%  

Final Answer: 0.33%",FALSE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,"Wrong calculation: the reference year-on-year growth rate is 11.5%, not 0.33%."
Llama 4 Scout 17B,NUM_010,numerical_reasoning,0,0,0,"Under SEBI LODR Regulations 2015, if a listed entity holds its first board meeting on 1 April of a financial year, by what latest date must the second board meeting be held?",By 29 July of the same year (1 April + 120 days = 29 July),"120 days after 1 April = 1 April + 120 days 
= 1 April + 4 months 
= 1 August 

The final answer is: 1 August.",FALSE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,"Wrong date: the reference gives July 29, not August 1."
LLaMA-3-8B,NUM_114,numerical_reasoning,0,0,0,"An investment adviser gave clients a sell recommendation on Bond X on April 1. On April 14, the adviser issues a revised assessment to clients. On April 16, the adviser wants to buy Bond X for its own account (contrary to the original sell recommendation). Is the April 16 transaction permissible?","The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the 15-day prohibition window, so the adviser may freely enter the contrary own-account buy transaction on April 16 without the need to invoke the revised-assessment exception. The transaction on April 16 is permissible. (Note: the revised assessment on April 14 was not strictly necessary for transacting on April 16, as the prohibition expired on April 15.)","April 1: Advice given
April 14: Revised assessment issued
April 16: Transaction desired

15 days from April 1 is April 16. Since the revised assessment was issued more than 15 days after the original ",TRUE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,"Wrong date logic: the 15-day window ends April 15, so April 16 is outside it."
GPT-OSS 120B,NUM_091,numerical_reasoning,0,0,0,"Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility requirements, what are the three key obligations: the AMC capitalization threshold, the lock-in period, and the minimum combined experience of the five senior officers?","AMC net worth not less than rupees one hundred fifty crore; locked-in for five years; total combined experience of CEO, COO, CRO, CCO and CIO of at least thirty years","- AMC capitalization threshold: **₹ 150 crore**  
- Lock‑in period for the sponsor’s shareholding: **5 years**  
- Minimum combined experience of the CEO, COO, CRO, CCO and CIO: **30 years**",FALSE,control_agreement,NUM_strict_incorrect_judges_agree,CORRECT,
LLaMA-3-8B,NUM_118,numerical_reasoning,0,0,0,"A Category II AIF has 4 investors: an external institutional investor, a director of the Manager, an employee of the AIF, and an accredited investor. Their proposed investments are Rs 75 lakh, Rs 20 lakh, Rs 30 lakh, and Rs 50 lakh respectively. Which investments, if any, fail to meet the minimum investment requirements under SEBI AIF Regulations, 2012?","External institutional investor (Rs 75 lakh): fails the minimum of Rs 1 crore. Director of the Manager (Rs 20 lakh): fails the reduced minimum of Rs 25 lakh applicable to manager's directors. Employee of AIF (Rs 30 lakh): meets the Rs 25 lakh minimum for AIF employees. Accredited investor (Rs 50 lakh): no minimum applies — Regulation 10(c) does not apply to accredited investors. Therefore, two investments fail: the external institutional investor (Rs 75 lakh < Rs 1 crore) and the director of the Manager (Rs 20 lakh < Rs 25 lakh).","Rs 20 lakh < 25 lakh (minimum for employees or directors of Manager)
Rs 30 lakh < 1 crore (minimum for other investors)

Fail to meet the minimum investment requirements:
Rs 20 lakh",FALSE,control_agreement,NUM_strict_incorrect_judges_agree,INCORRECT,Wrong investments: the external institutional investor and manager's director fail; the Rs 30 lakh employee investment does not.
